"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok - bodovi";"2. ispitni rok - prolaz";"2. ispitni rok - vrijeme";"3. ispitni rok - bodovi";"3. ispitni rok - prolaz";"3. ispitni rok - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"0bc37b4a";48.0;2.0;"2022-01-24";48;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"0bf7b5f3";70.0;4.0;"2022-01-24";70;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"0c2cc8d0";83.0;4.0;"2022-01-24";83;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"0ca5ed28";58.0;3.0;"2022-01-24";58;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"0cb0d6de";63.0;3.0;"2022-01-24";63;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"0d0b3f31";53.0;2.0;"2022-01-24";53;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"0e927c49";61.0;3.0;"2022-01-24";61;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"0ee5ca8a";58.0;3.0;"2022-01-24";58;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1025b4b2";55.0;3.0;"2022-01-24";55;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1026f335";67.0;3.0;"2022-01-24";67;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"10a68c48";"";"";"";16;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"10d02ccd";89.0;5.0;"2022-01-24";89;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"10d837c6";59.0;3.0;"2022-01-24";59;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"10e2767b";58.0;3.0;"2022-02-07";36;"";"2022-02-02";58;"DA ";"2022-02-09";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"10f9d8fa";56.0;3.0;"2022-01-24";56;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1113c3f1";89.0;5.0;"2022-01-24";89;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1129d23a";62.0;3.0;"2022-01-24";62;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"114875be";"";"";"";6;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"124eee31";48.0;2.0;"2022-01-24";48;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"12f97116";"";"";"";22;"";"2022-02-02";41;"";"2022-02-09";0;"";"2022-07-07";16;"";"2022-09-01";0;"";"2022-09-05"
"12fb8956";"";"";"";43;"";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";19;"";"2022-09-01";0;"";"2022-09-05"
"1311ff55";59.0;3.0;"2022-01-24";59;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1340c93f";"";"";"";13;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"136a2f10";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"14137ea5";66.0;3.0;"2022-01-24";66;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"14275be7";"";"";"";3;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"142b4727";66.0;3.0;"2022-01-24";66;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"146ebdeb";48.0;2.0;"2022-01-24";48;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"154e37bb";53.0;2.0;"2022-01-24";53;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"159d82d3";"";"";"";39;"";"2022-02-02";0;"";"2021-11-15";34;"";"2022-07-07";38;"";"2022-09-01";38;"";"2022-09-14"
"160137ca";51.0;2.0;"2022-01-24";51;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"18754a37";60.0;3.0;"2022-01-24";60;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1884ed6a";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1985ac04";"";"";"";26;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"19dceaa3";78.0;4.0;"2022-01-24";78;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1ab87918";94.0;5.0;"2022-01-24";94;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1b26dca2";73.0;4.0;"2022-01-24";73;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1b3e0cf4";75.0;4.0;"2022-01-24";75;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1b58ce9b";63.0;3.0;"2022-01-24";63;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1b9e6a04";"";"";"";28;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1c35f00f";73.0;4.0;"2022-02-07";42;"";"2022-02-02";73;"DA ";"2022-02-14";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1c795cb2";55.0;3.0;"2022-01-24";55;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1c935b71";45.0;2.0;"2022-07-04";34;"";"2022-02-02";0;"";"2021-11-15";45;"DA ";"2022-07-14";0;"";"2022-09-01";0;"";"2022-09-05"
"1c9e7278";89.0;5.0;"2022-01-24";89;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1d005e49";"";"";"";33;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";19;"";"2022-09-01";20;"";"2022-09-14"
"1d0d35ce";96.0;5.0;"2022-01-24";96;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1d9af1f6";63.0;3.0;"2022-01-24";63;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1db4afa3";70.0;4.0;"2022-01-24";70;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1df5e309";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1e4e77be";59.0;3.0;"2022-01-24";59;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1f1b6ce9";53.0;2.0;"2022-01-24";53;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1f3a92ea";83.0;4.0;"2022-01-24";83;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"1fb700c3";51.0;2.0;"2022-01-24";51;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"201f4eee";70.0;4.0;"2022-01-24";70;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2065b602";49.0;2.0;"2022-01-24";49;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"20d4f29d";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"20e11485";96.0;5.0;"2022-01-24";96;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"222053b7";45.0;2.0;"2022-07-04";33;"";"2022-02-02";0;"";"2021-11-15";45;"DA ";"2022-07-14";0;"";"2022-09-01";0;"";"2022-09-05"
"22420610";"";"";"";15;"";"2022-02-02";0;"";"2021-11-15";20;"";"2022-07-07";23;"";"2022-09-01";0;"";"2022-09-05"
"22688b7e";76.0;4.0;"2022-01-24";76;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"232a3fe0";62.0;3.0;"2022-01-24";62;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"236b6d09";57.0;3.0;"2022-01-24";57;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"23a4fb42";"";"";"";6;"";"2022-02-02";31;"";"2022-02-09";25;"";"2022-07-07";0;"";"2022-09-01";17;"";"2022-09-14"
"23a9ffa9";55.0;3.0;"2022-02-07";26;"";"2022-02-02";55;"DA ";"2022-02-09";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"246c7684";84.0;4.0;"2022-01-24";84;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"24db08ec";59.0;3.0;"2022-01-24";59;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"24ef9f14";97.0;5.0;"2022-01-24";97;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2516e2bd";45.0;2.0;"2022-01-24";45;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"257a7acb";45.0;2.0;"2022-08-29";26;"";"2022-02-02";38;"";"2022-02-09";0;"";"2022-07-07";45;"DA ";"2022-09-05";0;"";"2022-09-05"
"259714e6";81.0;4.0;"2022-01-24";81;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"26e000fc";57.0;3.0;"2022-01-24";57;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"26fa5cb9";"";"";"";10;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";16;"";"2022-09-01";0;"";"2022-09-05"
"276e0ee0";"";"";"";1;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";27;"";"2022-09-01";0;"";"2022-09-05"
"278ee855";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"27c08faf";65.0;3.0;"2022-01-24";65;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"27fcdc11";85.0;5.0;"2022-01-24";85;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2800e343";45.0;2.0;"2022-07-04";28;"";"2022-02-02";0;"";"2021-11-15";45;"DA ";"2022-07-14";0;"";"2022-09-01";0;"";"2022-09-05"
"284caf95";52.0;2.0;"2022-07-04";41;"";"2022-02-02";0;"";"2021-11-15";52;"DA ";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"288e729c";53.0;2.0;"2022-01-24";53;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"293dc140";55.0;3.0;"2022-01-24";55;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2a713a16";57.0;3.0;"2022-01-24";57;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2aa33e9e";49.0;2.0;"2022-01-24";49;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2aaa9a63";47.0;2.0;"2022-01-24";47;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2ad11a65";56.0;3.0;"2022-02-07";31;"";"2022-02-02";56;"DA ";"2022-02-09";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2b26f321";65.0;3.0;"2022-01-24";65;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2b593f7b";45.0;2.0;"2022-01-24";45;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2bb28572";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2bece3a7";71.0;4.0;"2022-01-24";71;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2c22d9c8";55.0;3.0;"2022-01-24";55;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2c7689d2";60.0;3.0;"2022-01-24";60;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2c7f64c6";"";"";"";40;"";"2022-02-02";44;"";"2022-02-14";0;"";"2022-07-07";17;"";"2022-09-01";38;"";"2022-09-14"
"2cb48954";61.0;3.0;"2022-01-24";61;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2d15544f";"";"";"";8;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";9;"";"2022-09-01";0;"";"2022-09-05"
"2d1cc7e3";56.0;3.0;"2022-02-07";43;"";"2022-02-02";56;"DA ";"2022-02-09";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2d6a2e5f";59.0;3.0;"2022-01-24";59;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2e0a2345";56.0;3.0;"2022-01-24";56;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2e35e7be";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2eaf6032";58.0;3.0;"2022-01-24";58;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2ef1c4ab";65.0;3.0;"2022-01-24";65;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"2f180ace";"";"";"";0;"";"2022-02-02";0;"";"2022-01-20";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"30191d77";56.0;3.0;"2022-02-07";42;"";"2022-02-02";56;"DA ";"2022-02-09";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3030215f";66.0;3.0;"2022-09-13";27;"";"2022-02-02";0;"";"2021-11-15";30;"";"2022-07-07";38;"";"2022-09-01";66;"DA ";"2022-09-14"
"309a636d";"";"";"";4;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"312e36aa";45.0;2.0;"2022-01-24";45;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"312fbbd7";45.0;2.0;"2022-01-24";45;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"318c1418";45.0;2.0;"2022-01-24";45;"DA ";"2022-02-04";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3217ddcc";45.0;2.0;"2022-02-07";16;"";"2022-02-02";45;"DA ";"2022-02-09";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"32a2eb0f";"";"";"";16;"";"2022-02-02";23;"";"2022-02-09";31;"";"2022-07-07";5;"";"2022-09-01";8;"";"2022-09-14"
"32bdc437";"";"";"";18;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"33e75523";74.0;4.0;"2022-01-24";74;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3420bb13";82.0;4.0;"2022-01-24";82;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"34a134af";45.0;2.0;"2022-08-29";26;"";"2022-02-02";0;"";"2021-11-15";5;"";"2022-07-07";45;"DA ";"2022-09-05";0;"";"2022-09-05"
"34a3212a";97.0;5.0;"2022-01-24";97;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3573d5f6";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"35808cbc";"";"";"";22;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"35890e74";65.0;3.0;"2022-01-24";65;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"35f9a5a9";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"36338ba3";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"36ad5055";80.0;4.0;"2022-01-24";80;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"36b66e6e";52.0;2.0;"2022-01-24";52;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"36d49788";48.0;2.0;"2022-01-24";48;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"36d7f0ce";48.0;2.0;"2022-07-04";0;"";"2022-02-02";0;"";"2021-11-15";48;"DA ";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"371399a3";49.0;2.0;"2022-01-24";49;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"39313094";61.0;3.0;"2022-01-24";61;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"393a7097";"";"";"";0;"";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"39631ac3";60.0;3.0;"2022-01-24";60;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3af99dc5";55.0;3.0;"2022-01-24";55;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3afb0853";63.0;3.0;"2022-01-24";63;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3b443a48";88.0;5.0;"2022-01-24";88;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3b643191";53.0;2.0;"2022-01-24";53;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
"3b7d5043";58.0;3.0;"2022-01-24";58;"DA ";"2022-02-02";0;"";"2021-11-15";0;"";"2022-07-07";0;"";"2022-09-01";0;"";"2022-09-05"
