"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok - bodovi";"2. ispitni rok - prolaz";"2. ispitni rok - vrijeme";"3. ispitni rok - bodovi";"3. ispitni rok - prolaz";"3. ispitni rok - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"0847ccce";74.0;4.0;"2023-01-30";74;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"085357ed";51.0;2.0;"2023-01-30";51;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0859ad26";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"08d96dcc";"";"";"";21;"";"2023-02-06";15;"";"2023-02-16";0;"";"2022-10-21";2;"";"2023-09-06";0;"";"2022-10-21"
"090b92dc";46.0;2.0;"2023-01-30";46;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"091196c3";55.0;3.0;"2023-09-01";1;"";"2022-12-08";30;"";"2023-02-16";30;"";"2023-07-14";55;"DA ";"2023-09-06";0;"";"2022-10-21"
"092ca8a3";"";"";"";26;"";"2022-12-13";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"099496ab";78.0;4.0;"2023-09-01";17;"";"2022-12-08";0;"";"2022-10-21";0;"";"2022-10-21";78;"DA ";"2023-09-06";0;"";"2022-10-21"
"09c778e2";85.0;5.0;"2023-01-30";85;"DA ";"2023-02-07";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"09da8011";46.0;2.0;"2023-01-30";46;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0aaa1251";48.0;2.0;"2023-02-13";43;"";"2023-02-06";48;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0b5820cd";50.0;2.0;"2023-01-30";50;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0c766f83";89.0;5.0;"2023-01-30";89;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0cb56590";80.0;4.0;"2023-01-30";80;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0cbfe697";47.0;2.0;"2023-09-01";34;"";"2023-02-06";37;"";"2023-02-16";0;"";"2022-10-21";47;"DA ";"2023-09-06";0;"";"2022-10-21"
"0d20d981";79.0;4.0;"2023-01-30";79;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0d3a80c8";90.0;5.0;"2023-01-30";90;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0d79a36d";45.0;2.0;"2023-02-13";42;"";"2023-02-06";45;"DA ";"2023-02-18";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0d94f543";62.0;3.0;"2023-09-01";31;"";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";62;"DA ";"2023-09-06";0;"";"2022-10-21"
"0da165d8";59.0;3.0;"2023-01-30";59;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0f01fa5e";48.0;2.0;"2023-09-01";27;"";"2023-02-06";0;"";"2022-10-21";30;"";"2023-07-14";48;"DA ";"2023-09-07";0;"";"2022-10-21"
"0f6fc48f";"";"";"";33;"";"2023-02-06";22;"";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0fa8682f";47.0;2.0;"2023-01-30";47;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"0ffa740b";45.0;2.0;"2023-09-01";27;"";"2023-02-06";22;"";"2023-02-16";22;"";"2023-07-14";45;"DA ";"2023-09-07";0;"";"2022-10-21"
"101bf1e5";52.0;2.0;"2023-01-30";52;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"10a68c48";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"114875be";"";"";"";26;"";"2023-02-06";7;"";"2023-02-16";0;"";"2022-10-21";18;"";"2023-09-06";23;"";"2023-09-15"
"117f2566";45.0;2.0;"2023-09-01";32;"";"2023-02-06";33;"";"2023-02-16";0;"";"2022-10-21";45;"DA ";"2023-09-06";0;"";"2022-10-21"
"11d5a641";45.0;2.0;"2023-01-30";45;"DA ";"2023-02-07";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"123d4e60";52.0;2.0;"2023-01-30";52;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"12f97116";"";"";"";34;"";"2023-02-06";0;"";"2022-10-21";13;"";"2023-07-14";12;"";"2023-09-06";0;"";"2022-10-21"
"12fb8956";45.0;2.0;"2023-09-01";41;"";"2023-02-06";18;"";"2023-02-16";32;"";"2023-07-14";45;"DA ";"2023-09-07";0;"";"2022-10-21"
"12fcaf4d";47.0;2.0;"2023-02-13";35;"";"2022-12-08";47;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1318ed1a";"";"";"";9;"";"2023-02-06";15;"";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"131c418c";68.0;3.0;"2023-02-13";40;"";"2023-02-06";68;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1398b5c8";75.0;4.0;"2023-01-30";75;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"14807cfa";50.0;2.0;"2023-07-07";40;"";"2023-02-06";30;"";"2023-02-16";50;"DA ";"2023-07-14";0;"";"2022-10-21";0;"";"2022-10-21"
"14963533";52.0;2.0;"2023-07-07";13;"";"2022-12-08";37;"";"2023-02-16";52;"DA ";"2023-07-14";0;"";"2022-10-21";0;"";"2022-10-21"
"1497abf2";45.0;2.0;"2023-02-13";38;"";"2023-02-06";45;"DA ";"2023-02-18";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1499ec6b";59.0;3.0;"2023-01-30";59;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"14ea0c21";45.0;2.0;"2023-01-30";45;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"159d82d3";54.0;2.0;"2023-01-30";54;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"15a1a520";45.0;2.0;"2023-01-30";45;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"165fd75b";45.0;2.0;"2023-01-30";45;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1769753d";56.0;3.0;"2023-01-30";56;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1884ed6a";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"188824fd";53.0;2.0;"2023-09-12";40;"";"2023-02-06";37;"";"2023-02-16";0;"";"2022-10-21";22;"";"2023-09-06";53;"DA ";"2023-09-15"
"188d8e08";55.0;3.0;"2023-01-30";55;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"189b0491";47.0;2.0;"2023-01-30";47;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"19211cb4";79.0;4.0;"2023-01-30";79;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1982701d";59.0;3.0;"2023-01-30";59;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1985ac04";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";15;"";"2023-07-14";0;"";"2022-10-21";25;"";"2023-09-15"
"199a813d";45.0;2.0;"2023-09-12";34;"";"2023-02-06";25;"";"2023-02-16";27;"";"2023-07-14";33;"";"2023-09-06";45;"DA ";"2023-09-15"
"19ab57b7";58.0;3.0;"2023-01-30";58;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"19c080c2";64.0;3.0;"2023-01-30";64;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"19f7ac4b";69.0;3.0;"2023-01-30";69;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1a1844cb";54.0;2.0;"2023-01-30";54;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1a4a85f1";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1a9de699";67.0;3.0;"2023-02-13";0;"";"2022-10-21";67;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1ad9a855";58.0;3.0;"2023-01-30";58;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1b0048d0";54.0;2.0;"2023-01-30";54;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1b778103";56.0;3.0;"2023-01-30";56;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1bbd1adf";65.0;3.0;"2023-01-30";65;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1c6aa13d";59.0;3.0;"2023-01-30";59;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1c9747da";85.0;5.0;"2023-02-13";80;"DA ";"2023-02-06";85;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1cdd9bb8";53.0;2.0;"2023-01-30";53;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1ce1dbbc";46.0;2.0;"2023-01-30";46;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1ce5e5b2";52.0;2.0;"2023-01-30";52;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1d005e49";46.0;2.0;"2023-01-30";46;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1d5413f8";54.0;2.0;"2023-01-30";54;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1e413f37";50.0;2.0;"2023-09-12";24;"";"2023-02-06";17;"";"2023-02-16";0;"";"2022-10-21";12;"";"2023-09-06";50;"DA ";"2023-09-15"
"1f877b55";46.0;2.0;"2023-01-30";46;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1f9d31f5";45.0;2.0;"2023-07-07";23;"";"2023-02-06";0;"";"2022-10-21";45;"DA ";"2023-07-14";0;"";"2022-10-21";0;"";"2022-10-21"
"1fbcb696";56.0;3.0;"2023-01-30";56;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"1fe3a19a";49.0;2.0;"2023-01-30";49;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2006765a";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2018e653";45.0;2.0;"2023-09-01";33;"";"2023-02-06";28;"";"2023-02-16";25;"";"2023-07-14";45;"DA ";"2023-09-07";0;"";"2022-10-21"
"20ad1dea";49.0;2.0;"2023-01-30";49;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"213055d4";55.0;3.0;"2023-09-01";43;"";"2023-02-06";32;"";"2023-02-16";0;"";"2022-10-21";55;"DA ";"2023-09-06";0;"";"2022-10-21"
"21b24d4c";62.0;3.0;"2023-01-30";62;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"21f8c85b";54.0;2.0;"2023-01-30";54;"DA ";"2023-02-07";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2232ac2f";60.0;3.0;"2023-01-30";60;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"22420610";45.0;2.0;"2023-09-12";31;"";"2023-02-06";22;"";"2023-02-16";37;"";"2023-07-14";0;"";"2022-10-21";45;"DA ";"2023-09-15"
"22436b88";85.0;5.0;"2023-01-30";85;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"22ff89af";50.0;2.0;"2023-09-01";43;"";"2023-02-06";33;"";"2023-02-16";0;"";"2022-10-21";50;"DA ";"2023-09-06";0;"";"2022-10-21"
"232151cb";54.0;2.0;"2023-01-30";54;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"237326b2";47.0;2.0;"2023-02-13";27;"";"2022-12-08";47;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"23764548";57.0;3.0;"2023-01-30";57;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"23a4fb42";45.0;2.0;"2023-09-12";32;"";"2023-02-06";25;"";"2023-02-16";23;"";"2023-07-14";30;"";"2023-09-06";45;"DA ";"2023-09-18"
"24287a40";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";27;"";"2023-09-06";37;"";"2023-09-15"
"2523494c";63.0;3.0;"2023-01-30";63;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2529df0c";"";"";"";21;"";"2023-02-06";33;"";"2023-02-16";0;"";"2022-10-21";30;"";"2023-09-06";42;"";"2023-09-18"
"2539221d";54.0;2.0;"2023-01-30";54;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"255f9174";53.0;2.0;"2023-01-30";53;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"258cadf7";69.0;3.0;"2023-01-30";69;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"25bcb532";89.0;5.0;"2023-01-30";89;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"25fcc0a0";74.0;4.0;"2023-01-30";74;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"26238886";68.0;3.0;"2023-01-30";68;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"273b6193";48.0;2.0;"2023-01-30";48;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2750a824";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"276e0ee0";46.0;2.0;"2023-01-30";46;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"27f14d42";71.0;4.0;"2023-01-30";71;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"282c2cfb";"";"";"";10;"";"2022-12-08";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"28d65e52";50.0;2.0;"2023-09-01";38;"";"2023-02-06";27;"";"2023-02-16";0;"";"2022-10-21";50;"DA ";"2023-09-06";0;"";"2022-10-21"
"2a0308b4";47.0;2.0;"2023-09-01";17;"";"2022-12-08";32;"";"2023-02-16";0;"";"2022-10-21";47;"DA ";"2023-09-06";0;"";"2022-10-21"
"2a64d371";62.0;3.0;"2023-01-30";62;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2b2f27d3";45.0;2.0;"2023-01-30";45;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2b3f7182";52.0;2.0;"2023-02-13";10;"";"2022-12-08";52;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2b41d9ea";"";"";"";9;"";"2022-12-08";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2b643ef1";"";"";"";32;"";"2023-02-06";20;"";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2b7c8f6d";"";"";"";16;"";"2022-12-08";0;"";"2022-10-21";8;"";"2023-07-14";15;"";"2023-09-06";20;"";"2023-09-15"
"2bb28572";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2bc146c3";45.0;2.0;"2023-02-13";29;"";"2023-02-06";45;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2be79e19";"";"";"";32;"";"2023-02-06";37;"";"2023-02-16";0;"";"2022-10-21";5;"";"2023-09-06";0;"";"2022-10-21"
"2c7a8eba";53.0;2.0;"2023-01-30";53;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2c7f64c6";58.0;3.0;"2023-01-30";58;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2d20a955";55.0;3.0;"2023-01-30";55;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2dc9141a";55.0;3.0;"2023-01-30";55;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2ed3abed";62.0;3.0;"2023-01-30";62;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2f180ace";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"2fe3996e";63.0;3.0;"2023-01-30";63;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"3044b735";67.0;3.0;"2023-01-30";67;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"30517b47";51.0;2.0;"2023-01-30";51;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"30d4a401";47.0;2.0;"2023-09-12";21;"";"2023-02-06";18;"";"2023-02-16";0;"";"2022-10-21";23;"";"2023-09-06";47;"DA ";"2023-09-18"
"30d839b0";87.0;5.0;"2023-01-30";87;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"312f4113";71.0;4.0;"2023-01-30";71;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"31c17523";81.0;4.0;"2023-01-30";81;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"31d52179";59.0;3.0;"2023-01-30";59;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"31f03598";48.0;2.0;"2023-01-30";48;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"320d7f03";45.0;2.0;"2023-07-07";43;"";"2023-02-06";32;"";"2023-02-16";45;"DA ";"2023-07-14";0;"";"2022-10-21";0;"";"2022-10-21"
"32315b93";56.0;3.0;"2023-01-30";56;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"3251fc27";80.0;4.0;"2023-01-30";80;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"32a2eb0f";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"32bbb081";86.0;5.0;"2023-01-30";86;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"32bdc437";"";"";"";18;"";"2022-12-08";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"32de8176";60.0;3.0;"2023-02-13";44;"";"2023-02-06";60;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"330583b1";94.0;5.0;"2023-01-30";94;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"34d74435";67.0;3.0;"2023-01-30";67;"DA ";"2023-02-06";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"3573d5f6";"";"";"";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
"35808cbc";"";"";"";15;"";"2022-12-08";0;"";"2022-10-21";38;"";"2023-07-14";0;"";"2022-10-21";0;"";"2022-10-21"
"35f9a5a9";67.0;3.0;"2023-02-13";32;"";"2023-02-06";67;"DA ";"2023-02-16";0;"";"2022-10-21";0;"";"2022-10-21";0;"";"2022-10-21"
