"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok (ljetni) - bodovi";"2. ispitni rok (ljetni) - prolaz";"2. ispitni rok (ljetni) - vrijeme";"2. ispitni rok (jesenski) - bodovi";"2. ispitni rok (jesenski) - prolaz";"2. ispitni rok (jesenski) - vrijeme";"3. ispitni rok - bodovi";"3. ispitni rok - prolaz";"3. ispitni rok - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"67ff95ee";87.0;5.0;"2020-02-03";87;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"68a472e8";77.0;4.0;"2020-02-03";77;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"68c11ae7";"";"";"";11;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"68d71526";85.0;5.0;"2020-02-03";85;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"69897b71";67.19;3.0;"2020-08-24";30;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";67.19;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"69c8a08a";50.0;2.0;"2020-02-17";12;"";"2019-12-04";50.0;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"69fbb469";59.0;3.0;"2020-02-03";59;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6a5aeef9";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6a69f5ae";52.0;2.0;"2020-09-03";13;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";23.44;"";"2020-08-27";52;"DA ";"2020-09-08";0.0;"";"2020-09-09"
"6a6f0d62";56.25;3.0;"2020-08-24";11;"";"2019-12-12";0.0;"";"2019-11-11";0.0;"";"2020-06-02";56.25;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6aa3634d";62.5;3.0;"2020-02-17";30;"";"2020-02-10";62.5;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6c7e3c09";61.0;3.0;"2020-02-03";61;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6cdcff09";"";"";"";29;"";"2020-02-10";17.19;"";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";41;"";"2020-09-08";0.0;"";"2020-09-09"
"6d43ef24";81.0;4.0;"2020-02-03";81;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6daf866f";67.0;3.0;"2020-02-03";67;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6de5fd52";57.0;3.0;"2020-02-03";57;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6e02d8e9";60.0;3.0;"2020-02-03";60;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6e5cdab2";48.0;2.0;"2020-02-03";48;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6e7a1f21";45.31;2.0;"2020-08-24";23;"";"2020-02-10";25.0;"";"2020-02-19";0.0;"";"2020-06-02";45.31;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6e8d6004";"";"";"";7;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6e90f2ea";"";"";"";32;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6efa01c5";45.31;2.0;"2020-08-24";18;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";45.31;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"6f72306b";46.88;2.0;"2020-09-15";8;"";"2019-12-04";26.56;"";"2020-02-19";28.13;"";"2020-07-06";0.0;"";"2020-06-02";33;"";"2020-09-08";46.88;"DA ";"2020-09-16"
"6f84034e";"";"";"";10;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"707f63c1";56.0;3.0;"2020-02-03";56;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"70c91d62";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"710e9776";"";"";"";13;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"715fefbe";62.0;3.0;"2020-02-03";62;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"716d92e8";59.0;3.0;"2020-02-03";59;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"718035a4";49.0;2.0;"2020-02-03";49;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"71c850c5";53.0;2.0;"2020-02-03";53;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7255fb6a";59.0;3.0;"2020-02-03";59;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"728ea1e6";58.0;3.0;"2020-02-03";58;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"72c02281";63.0;3.0;"2020-02-03";63;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"730a2b18";85.0;5.0;"2020-02-03";85;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"732e845d";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7334eef5";59.0;3.0;"2020-02-03";59;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"738502f9";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"73bff5a2";57.0;3.0;"2020-02-03";57;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"742d453e";50.0;2.0;"2020-02-03";50;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"743df7e8";74.0;4.0;"2020-02-03";74;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"744da5aa";45.31;2.0;"2020-08-24";35;"";"2020-02-10";26.56;"";"2020-02-19";0.0;"";"2020-06-02";45.31;"DA ";"2020-08-28";0;"";"2020-06-02";0.0;"";"2020-09-09"
"74f34814";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"75161e22";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"764048a2";"";"";"";36;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";23.44;"";"2020-08-27";36;"";"2020-09-08";35.94;"";"2020-09-15"
"7787a930";89.0;5.0;"2020-02-03";89;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7903bdd7";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7a41f7b3";47.0;2.0;"2020-02-03";47;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7a470c1b";50.0;2.0;"2020-02-17";21;"";"2020-02-10";50.0;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7afb4496";48.44;2.0;"2020-02-17";36;"";"2020-02-10";48.44;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7c135e1d";79.0;4.0;"2020-02-03";79;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7cf670d8";57.81;3.0;"2020-02-17";37;"";"2020-02-10";57.81;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7d37744a";48.0;2.0;"2020-02-03";48;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7d6f7aa1";"";"";"";13;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";30;"";"2020-09-08";0.0;"";"2020-09-09"
"7dc71523";59.0;3.0;"2020-02-03";59;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7ddd6e7d";"";"";"";7;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";19;"";"2020-09-08";0.0;"";"2020-09-09"
"7e12589f";"";"";"";0;"";"2019-11-11";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7f4e02e7";"";"";"";6;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7f995a63";45.0;2.0;"2020-09-03";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";45;"DA ";"2020-09-08";0.0;"";"2020-09-09"
"7f9aaa3f";46.88;2.0;"2020-08-24";5;"";"2019-12-04";6.25;"";"2020-02-19";0.0;"";"2020-06-02";46.88;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"7fc4affa";"";"";"";5;"";"2019-12-04";28.13;"";"2020-02-19";0.0;"";"2020-06-02";15.63;"";"2020-08-27";17;"";"2020-09-08";0.0;"";"2020-09-09"
"7ff21b1b";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8012c01e";55.0;3.0;"2020-02-03";55;"DA ";"2020-02-11";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"801b9e8b";58.0;3.0;"2020-09-03";16;"";"2020-02-10";29.69;"";"2020-02-19";0.0;"";"2020-06-02";40.63;"";"2020-08-27";58;"DA ";"2020-09-08";0.0;"";"2020-09-09"
"8090d555";56.25;3.0;"2020-02-17";34;"";"2020-02-10";56.25;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"809d8f8e";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"809e7746";"";"";"";14;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";37.5;"";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"81070e79";47.0;2.0;"2020-02-03";47;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"81745f7a";60.94;3.0;"2020-02-17";40;"";"2020-02-10";60.94;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"81cc3d23";53.0;2.0;"2020-02-03";53;"DA ";"2020-02-11";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"82a02e3b";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"82ae78db";"";"";"";11;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"82bf9a70";65.0;3.0;"2020-02-03";65;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"83692041";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8391057a";46.88;2.0;"2020-02-17";34;"";"2020-02-10";46.88;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"839496ca";45.31;2.0;"2020-02-17";38;"";"2020-02-10";45.31;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"84442e60";75.0;4.0;"2020-02-03";75;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"84b33796";60.94;3.0;"2020-08-24";26;"";"2020-02-10";20.31;"";"2020-02-19";0.0;"";"2020-06-02";60.94;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"84b972af";"";"";"";25;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"84e2c431";55.0;3.0;"2020-02-03";55;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"855929fa";75.0;4.0;"2020-02-03";75;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8572ab1f";70.0;4.0;"2020-02-03";70;"DA ";"2020-02-11";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"85f81845";55.0;3.0;"2020-02-03";55;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"85fca65c";75.0;4.0;"2020-07-06";29;"";"2019-12-04";0.0;"";"2019-11-11";75.0;"DA ";"2020-07-06";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"862c06f6";73.0;4.0;"2020-02-03";73;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8630344e";"";"";"";36;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"863c0930";57.81;3.0;"2020-08-24";6;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";57.81;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"869b0d3f";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"86a6128c";"";"";"";9;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"87aa03f3";"";"";"";9;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"882794f4";51.0;2.0;"2020-02-03";51;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"896ce613";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"898b013f";77.0;4.0;"2020-02-03";77;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"89a2e433";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-11";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8a2fc6d7";87.0;5.0;"2020-02-03";87;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8acb52b1";"";"";"";4;"";"2019-12-04";3.13;"";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8ae17533";"";"";"";8;"";"2019-12-12";0.0;"";"2019-11-11";0.0;"";"2020-06-02";23.44;"";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8b295a69";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8bdc380c";46.88;2.0;"2020-02-17";26;"";"2020-02-10";46.88;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8bdccc54";56.25;3.0;"2020-02-17";36;"";"2020-02-10";56.25;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8c7c75b8";61.0;3.0;"2020-09-03";9;"";"2019-12-04";0.0;"";"2019-11-11";32.81;"";"2020-07-06";0.0;"";"2020-06-02";61;"DA ";"2020-09-08";0.0;"";"2020-09-09"
"8d65bd0b";70.0;4.0;"2020-02-03";70;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8da078c8";"";"";"";29;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8e2d5409";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8e5be745";"";"";"";5;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8e794462";"";"";"";22;"";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8ead569a";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8eb0ccbb";55.0;3.0;"2020-02-03";55;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8ebd6e89";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"8ecd8da6";62.5;3.0;"2020-08-24";16;"";"2019-12-04";23.44;"";"2020-02-19";0.0;"";"2020-06-02";62.5;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"90732dda";"";"";"";3;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"90a3160d";47.0;2.0;"2020-02-03";47;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"90d49659";46.88;2.0;"2020-02-17";38;"";"2020-02-10";46.88;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"9192dd69";45.31;2.0;"2020-02-17";19;"";"2020-02-10";45.31;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"91ca9747";59.38;3.0;"2020-08-24";19;"";"2020-02-10";4.69;"";"2020-02-19";0.0;"";"2020-06-02";59.38;"DA ";"2020-08-27";0;"";"2020-06-02";0.0;"";"2020-09-09"
"91cc0958";85.0;5.0;"2020-02-03";85;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"91e5a0ca";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"92112b06";59.38;3.0;"2020-02-17";38;"";"2020-02-10";59.38;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"92cf312c";67.0;3.0;"2020-02-03";67;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"93189e37";"";"";"";0;"";"2019-09-24";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"940ff289";45.31;2.0;"2020-02-17";24;"";"2020-02-10";45.31;"DA ";"2020-02-19";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"9475968e";77.0;4.0;"2020-02-03";77;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"9480037b";45.31;2.0;"2020-08-24";0;"";"2019-09-24";25.0;"";"2020-02-19";0.0;"";"2020-06-02";45.31;"DA ";"2020-08-28";0;"";"2020-06-02";0.0;"";"2020-09-09"
"955b226d";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-11";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"9583e5a6";49.0;2.0;"2020-02-03";49;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"9594e053";"";"";"";13;"";"2019-12-04";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"96256a7d";45.31;2.0;"2020-08-24";20;"";"2020-02-10";29.69;"";"2020-02-19";0.0;"";"2020-06-02";45.31;"DA ";"2020-08-28";0;"";"2020-06-02";0.0;"";"2020-09-09"
"9648a4ca";51.0;2.0;"2020-02-03";51;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"96896fa3";65.0;3.0;"2020-02-03";65;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"96d401a1";57.0;3.0;"2020-02-03";57;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
"97165aea";45.0;2.0;"2020-02-03";45;"DA ";"2020-02-10";0.0;"";"2019-11-11";0.0;"";"2020-06-02";0.0;"";"2020-06-02";0;"";"2020-06-02";0.0;"";"2020-09-09"
