"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"Zimski rok - bodovi";"Zimski rok - prolaz";"Zimski rok - vrijeme";"Ljetni rok - bodovi";"Ljetni rok - prolaz";"Ljetni rok - vrijeme";"Jesenski rok (1) - bodovi";"Jesenski rok (1) - prolaz";"Jesenski rok (1) - vrijeme";"Jesenski rok (2) - bodovi";"Jesenski rok (2) - prolaz";"Jesenski rok (2) - vrijeme"
"4d16634f";"";"";"";7;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4d3f99dd";53.33;2.0;"2025-08-27";39;"";"2025-02-19";38.33;"";"2025-03-03";28.33;"";"2025-07-11";53.33;"DA ";"2025-09-03";0.0;"";"2024-09-25"
"4d792083";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4d8d985f";"";"";"";3;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4d9355f9";"";"";"";10;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4da531da";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4e6f23ac";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4e7e0bf9";74.0;4.0;"2025-02-10";74;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4ef0fcc9";"";"";"";26;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4f263b07";"";"";"";44;"";"2025-02-19";41.67;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4f6a0b6c";"";"";"";39;"";"2025-02-19";0.0;"";"2024-09-25";15.0;"";"2025-07-11";15.0;"";"2025-09-03";31.7;"";"2025-09-16"
"4ffaf118";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4ffd2412";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"50490776";"";"";"";15;"";"2025-02-19";0.0;"";"2024-09-25";6.67;"";"2025-07-11";45.0;"";"2025-09-05";40.0;"";"2025-09-16"
"50965447";50.0;2.0;"2025-02-24";41;"";"2025-02-19";50.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"50ddf6d0";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"511a49b1";52.0;2.0;"2025-02-10";52;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"51427237";56.7;2.0;"2025-09-09";43;"";"2025-02-19";45.0;"";"2025-03-03";26.67;"";"2025-07-11";25.0;"";"2025-09-03";56.7;"DA ";"2025-09-16"
"5148b930";55.0;2.0;"2025-09-09";43;"";"2025-02-19";31.67;"";"2025-03-03";35.0;"";"2025-07-11";23.33;"";"2025-09-03";55.0;"DA ";"2025-09-16"
"5194843f";"";"";"";14;"";"2025-02-19";13.33;"";"2025-03-03";5.0;"";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"51ecd7f9";"";"";"";26;"";"2025-02-19";15.0;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5228d86c";54.0;2.0;"2025-02-10";54;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5229656e";"";"";"";13;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";26.67;"";"2025-09-03";0.0;"";"2024-09-25"
"5284e4a5";"";"";"";2;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"52a7409e";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"52ad8fca";88.0;5.0;"2025-02-10";88;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"52cb1707";50.0;2.0;"2025-02-24";27;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-11-12";0.0;"";"2024-11-12";0.0;"";"2024-11-12"
"532451f9";55.0;2.0;"2025-07-09";40;"";"2025-02-19";0.0;"";"2024-09-25";55.0;"DA ";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"53a6e399";74.0;4.0;"2025-02-10";74;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"53de2125";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5402849a";"";"";"";41;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"54afb194";66.0;3.0;"2025-02-10";66;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"54ceeef3";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"552c0517";81.0;4.0;"2025-02-10";81;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"55a1fa4a";70.0;3.0;"2025-02-24";28;"";"2025-02-19";70.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"55b0d7a3";63.33;3.0;"2025-07-09";40;"";"2025-02-19";38.33;"";"2025-03-03";63.33;"DA ";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"55b4e8aa";81.7;4.0;"2025-09-09";22;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";81.7;"DA ";"2025-09-16"
"563756de";71.7;3.0;"2025-09-09";45;"";"2025-02-19";46.67;"";"2025-03-03";40.0;"";"2025-07-11";36.67;"";"2025-09-03";71.7;"DA ";"2025-09-16"
"56b105d6";63.33;3.0;"2025-07-09";43;"";"2025-02-19";43.33;"";"2025-03-03";63.33;"DA ";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"56ba4974";"";"";"";46;"";"2025-02-19";35.0;"";"2025-03-03";23.33;"";"2025-07-11";21.67;"";"2025-09-03";23.3;"";"2025-09-16"
"56ed4df6";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"57102cef";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5761d6a4";88.0;5.0;"2025-02-10";88;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"576508d3";"";"";"";15;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";10.0;"";"2025-09-03";0.0;"";"2024-09-25"
"57b31a06";83.0;4.0;"2025-02-10";83;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"584c0354";50.0;2.0;"2025-09-09";35;"";"2025-02-19";35.0;"";"2025-03-06";0.0;"";"2024-09-25";41.67;"";"2025-09-05";50.0;"DA ";"2025-09-17"
"586d0681";55.0;2.0;"2025-02-10";55;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"58734111";51.67;2.0;"2025-07-09";28;"";"2025-02-19";0.0;"";"2024-09-25";51.67;"DA ";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"58815638";72.0;4.0;"2025-02-10";72;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"58c2b964";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"58ce7af4";66.0;3.0;"2025-02-10";66;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5959aa3c";76.0;4.0;"2025-02-10";76;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"59b2c0fa";66.0;3.0;"2025-02-10";66;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5aa1544f";86.0;5.0;"2025-02-10";86;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5ad19a1a";"";"";"";36;"";"2025-02-19";38.33;"";"2025-03-03";8.33;"";"2025-07-11";20.0;"";"2025-09-03";45.0;"";"2025-09-17"
"5ae55649";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5b21c3a5";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5b932a82";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5bf9a27e";55.0;2.0;"2025-02-10";55;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5c05bd0f";73.0;4.0;"2025-02-10";73;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5c831217";"";"";"";2;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5c837e39";65.0;3.0;"2025-02-10";65;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5ca70004";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5cc31715";"";"";"";11;"";"2025-02-19";5.0;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5cc69cf3";66.0;3.0;"2025-02-10";66;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5dc70c5d";55.0;2.0;"2025-09-09";37;"";"2025-02-19";43.33;"";"2025-03-03";26.67;"";"2025-07-11";33.33;"";"2025-09-03";55.0;"DA ";"2025-09-17"
"5dd13530";"";"";"";18;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5e696598";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5efd7bc3";50.0;2.0;"2025-02-24";44;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5f336af0";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"5fcbfe24";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6037f71b";"";"";"";1;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"608030ec";72.0;4.0;"2025-02-10";72;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"60c57945";"";"";"";3;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"61139c39";"";"";"";17;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6127b062";62.0;3.0;"2025-02-10";62;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"61c2aff7";52.0;2.0;"2025-02-10";52;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"61e8ba64";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"623cdc81";51.67;2.0;"2025-02-24";40;"";"2025-02-19";51.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6263066e";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"62899d16";82.0;4.0;"2025-02-10";82;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6290dceb";58.33;3.0;"2025-02-24";43;"";"2025-02-19";58.33;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"629b80c5";74.0;4.0;"2025-02-10";74;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"63169c6d";"";"";"";1;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"631d0295";61.0;3.0;"2025-02-10";61;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6321c974";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"63295ab0";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"634e5b1d";54.0;2.0;"2025-02-10";54;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"63940846";"";"";"";8;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"63c0685d";"";"";"";37;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"63d9c66d";68.33;3.0;"2025-07-09";37;"";"2025-02-19";28.33;"";"2025-03-03";68.33;"DA ";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"63ea2b6d";51.67;2.0;"2025-02-24";40;"";"2025-02-19";51.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"645d0be3";56.67;2.0;"2025-02-24";37;"";"2025-02-19";56.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"64bec74b";"";"";"";36;"";"2025-02-19";28.33;"";"2025-03-03";13.33;"";"2025-07-11";8.33;"";"2025-09-03";0.0;"";"2024-09-25"
"650db024";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"651d4c5a";76.0;4.0;"2025-02-10";76;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"653e064b";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-21";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6559a065";"";"";"";4;"";"2025-02-19";11.67;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6581b0b6";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6606adaf";"";"";"";41;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6634103a";62.0;3.0;"2025-02-10";62;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"66384509";74.0;4.0;"2025-02-10";74;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"670e984e";73.0;4.0;"2025-02-10";73;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"679135c1";72.0;4.0;"2025-02-10";72;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"687150d6";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6877f3b5";"";"";"";45;"";"2025-02-19";30.0;"";"2025-03-03";35.0;"";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6884d8ed";"";"";"";24;"";"2025-02-19";38.33;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"68ef8e46";62.0;3.0;"2025-02-10";62;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6901d1c7";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"695a4863";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"69ca332e";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6a1ac972";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6a613b36";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6a67c4be";"";"";"";2;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6aac8a2d";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6aad1965";"";"";"";10;"";"2025-02-19";10.0;"";"2025-03-03";0.0;"";"2024-09-25";30.0;"";"2025-09-03";0.0;"";"2024-09-25"
"6aeaafdc";56.0;2.0;"2025-02-10";56;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6b937507";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6b9d3016";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6bb552c4";53.0;2.0;"2025-02-10";53;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6c963e3d";50.0;2.0;"2025-08-27";20;"";"2025-02-19";33.33;"";"2025-03-03";0.0;"";"2024-09-25";50.0;"DA ";"2025-09-05";0.0;"";"2024-09-25"
"6c9cff0e";56.0;2.0;"2025-02-10";56;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6d437d9e";72.0;4.0;"2025-02-10";72;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6d9c4888";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6e9b0aa9";75.0;4.0;"2025-02-10";75;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6ec862b5";61.0;3.0;"2025-02-10";61;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"6efef6e3";61.7;3.0;"2025-09-09";14;"";"2025-02-19";23.33;"";"2025-03-03";28.33;"";"2025-07-11";26.67;"";"2025-09-03";61.7;"DA ";"2025-09-16"
"711224e6";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"719ce440";"";"";"";10;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"719e089a";"";"";"";19;"";"2025-02-19";25.0;"";"2025-03-03";38.33;"";"2025-07-11";28.33;"";"2025-09-03";45.0;"";"2025-09-17"
"71c9c3f6";56.67;2.0;"2025-08-27";19;"";"2025-02-19";0.0;"";"2024-09-25";31.67;"";"2025-07-11";56.67;"DA ";"2025-09-03";0.0;"";"2024-09-25"
"720340eb";60.0;3.0;"2025-09-09";10;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";21.67;"";"2025-09-03";60.0;"DA ";"2025-09-16"
"725e0979";56.7;2.0;"2025-09-09";26;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";25.0;"";"2025-09-03";56.7;"DA ";"2025-09-16"
"729f8147";50.0;2.0;"2025-09-09";26;"";"2025-02-19";41.67;"";"2025-03-03";20.0;"";"2025-07-11";40.0;"";"2025-09-03";50.0;"DA ";"2025-09-17"
"73740b5f";"";"";"";15;"";"2025-02-19";31.67;"";"2025-03-03";33.33;"";"2025-07-11";30.0;"";"2025-09-03";0.0;"";"2024-09-25"
"7376f921";88.0;5.0;"2025-02-10";88;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"740d1b04";69.0;3.0;"2025-02-10";69;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"741995b6";75.0;4.0;"2025-02-10";75;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"746ffb0c";51.67;2.0;"2025-08-27";29;"";"2025-02-19";26.67;"";"2025-03-03";43.33;"";"2025-07-11";51.67;"DA ";"2025-09-05";0.0;"";"2024-09-25"
"74c8b10f";57.0;2.0;"2025-02-10";57;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"750d1a1c";"";"";"";48;"";"2025-02-20";43.33;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"751de509";"";"";"";3;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"7528e679";"";"";"";13;"";"2025-02-19";11.67;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"754a78be";81.0;4.0;"2025-02-10";81;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"759bec0c";50.0;2.0;"2025-02-24";18;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"75c59641";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"75e1edc6";"";"";"";4;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"75f2e773";"";"";"";14;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"75f69f5a";"";"";"";6;"";"2025-02-19";26.67;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"761d296a";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";15.0;"";"2025-09-03";43.3;"";"2025-09-16"
