"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"Zimski rok - bodovi";"Zimski rok - prolaz";"Zimski rok - vrijeme";"Ljetni rok - bodovi";"Ljetni rok - prolaz";"Ljetni rok - vrijeme";"Jesenski rok (1) - bodovi";"Jesenski rok (1) - prolaz";"Jesenski rok (1) - vrijeme";"Jesenski rok (2) - bodovi";"Jesenski rok (2) - prolaz";"Jesenski rok (2) - vrijeme"
"1fccda89";76.7;4.0;"2025-09-09";24;"";"2025-02-19";23.33;"";"2025-03-03";41.67;"";"2025-07-11";21.67;"";"2025-09-03";76.7;"DA ";"2025-09-16"
"20046699";"";"";"";22;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"201b1172";55.0;2.0;"2025-02-10";55;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"20b45ace";63.33;3.0;"2025-02-24";44;"";"2025-02-19";63.33;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"211cd3cc";51.67;2.0;"2025-02-24";46;"";"2025-02-19";51.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"22400a9a";82.0;4.0;"2025-02-10";82;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"22856cb0";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"228b067d";"";"";"";10;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"22ee8d52";87.0;5.0;"2025-02-10";87;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"233bb929";60.0;3.0;"2025-09-09";16;"";"2025-02-19";26.67;"";"2025-03-03";0.0;"";"2024-09-25";28.33;"";"2025-09-03";60.0;"DA ";"2025-09-16"
"23a1d0b6";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"23a61b5b";50.0;2.0;"2025-02-24";39;"";"2025-02-19";50.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"24287a40";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"24696da3";"";"";"";14;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2485f8ce";50.0;2.0;"2025-02-24";46;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"24c6c525";61.0;3.0;"2025-02-10";61;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2529df0c";66.7;3.0;"2025-09-09";23;"";"2025-02-19";8.33;"";"2025-03-03";35.0;"";"2025-07-11";30.0;"";"2025-09-03";66.7;"DA ";"2025-09-16"
"254a967c";"";"";"";7;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2550159b";50.0;2.0;"2025-02-10";50;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"25809867";76.0;4.0;"2025-02-10";76;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"262c186c";54.0;2.0;"2025-02-10";54;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"26eb4a72";"";"";"";24;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"27c98c14";86.0;5.0;"2025-02-10";86;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"282c2cfb";53.0;2.0;"2025-02-10";53;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"28f8f09d";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2918d458";50.0;2.0;"2025-08-27";45;"";"2025-02-19";28.33;"";"2025-03-03";0.0;"";"2024-09-25";50.0;"DA ";"2025-09-05";0.0;"";"2024-09-25"
"29281705";"";"";"";16;"";"2025-02-19";45.0;"";"2025-03-03";0.0;"";"2024-09-25";31.67;"";"2025-09-03";41.7;"";"2025-09-16"
"2965a682";"";"";"";12;"";"2025-02-19";8.33;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"29a283c4";61.0;3.0;"2025-02-10";61;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"29b95fdf";52.0;2.0;"2025-02-10";52;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"29f1ec56";51.67;2.0;"2025-02-24";47;"";"2025-02-19";51.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2a1b9fc0";69.0;3.0;"2025-02-10";69;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2a9a08a3";52.0;2.0;"2025-02-10";52;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2ac68065";50.0;2.0;"2025-07-09";35;"";"2025-02-19";0.0;"";"2024-09-25";50.0;"DA ";"2025-07-14";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2ae4c72d";50.0;2.0;"2025-02-24";42;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2b26f8e1";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2b41d9ea";"";"";"";15;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2bb28572";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2be79e19";"";"";"";2;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";15.0;"";"2025-09-03";28.3;"";"2025-09-16"
"2c4b781d";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2cbb1d1f";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2db6aafd";59.0;3.0;"2025-02-10";59;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2dcb8f34";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2e6a00b5";53.0;2.0;"2025-02-10";53;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2e97aca4";100.0;5.0;"2025-02-10";100;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2ebb0236";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2ec6c181";59.0;3.0;"2025-02-10";59;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2f180ace";"";"";"";0;"";"2024-11-12";0.0;"";"2024-11-12";0.0;"";"2024-11-12";0.0;"";"2024-11-12";0.0;"";"2024-11-12"
"2f48700e";"";"";"";17;"";"2025-02-19";25.0;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"2fe1e95d";53.0;2.0;"2025-02-10";53;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"30087aef";96.0;5.0;"2025-02-10";96;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"30189d9e";53.3;2.0;"2025-09-09";31;"";"2025-02-19";41.67;"";"2025-03-03";30.0;"";"2025-07-11";31.67;"";"2025-09-03";53.3;"DA ";"2025-09-16"
"304fb11d";"";"";"";3;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"307a8b83";50.0;2.0;"2025-02-24";46;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3083088e";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"30bda810";58.33;3.0;"2025-02-24";42;"";"2025-02-19";58.33;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"30be3c57";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"30d98d47";61.67;3.0;"2025-02-24";47;"";"2025-02-19";61.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"30e4441d";66.0;3.0;"2025-02-10";66;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"30e84860";58.33;3.0;"2025-08-27";19;"";"2025-02-19";40.0;"";"2025-03-03";6.67;"";"2025-07-11";58.33;"DA ";"2025-09-05";0.0;"";"2024-09-25"
"310d6605";"";"";"";4;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"317d945a";80.0;4.0;"2025-02-10";80;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"32689495";"";"";"";7;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"329ceeac";50.0;2.0;"2025-02-24";44;"";"2025-02-19";50.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"32bdc437";"";"";"";1;"";"2025-02-19";0.0;"";"2024-09-30";0.0;"";"2024-09-30";0.0;"";"2024-09-30";0.0;"";"2024-09-30"
"330a1343";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"339a6c70";50.0;2.0;"2025-09-09";13;"";"2025-02-19";18.33;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";50.0;"DA ";"2025-09-17"
"33a63865";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"33fad10f";"";"";"";28;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3455539e";"";"";"";11;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";10.0;"";"2025-09-16"
"34aec404";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"34c492ca";60.0;3.0;"2025-02-24";47;"";"2025-02-19";60.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"350af2ab";50.0;2.0;"2025-02-24";30;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"35111bf8";"";"";"";8;"";"2024-12-12";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3523d2c6";"";"";"";11;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3532338a";59.0;3.0;"2025-02-10";59;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"353f8f4b";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"354e4ebc";61.0;3.0;"2025-02-10";61;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3594c513";55.0;2.0;"2025-02-24";46;"";"2025-02-19";55.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"35ef392b";73.3;4.0;"2025-09-09";40;"";"2025-02-18";46.67;"";"2025-03-03";45.0;"";"2025-07-14";35.0;"";"2025-09-03";73.3;"DA ";"2025-09-16"
"35ff2c07";55.0;2.0;"2025-02-10";55;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3697c95b";62.0;3.0;"2025-02-10";62;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"36c53471";57.0;2.0;"2025-02-10";57;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"370ecbf7";72.0;4.0;"2025-02-10";72;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"372dd994";"";"";"";41;"";"2025-02-19";43.33;"";"2025-03-03";0.0;"";"2024-09-25";30.0;"";"2025-09-03";0.0;"";"2024-09-25"
"37485e05";57.0;2.0;"2025-02-10";57;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"375c9144";54.0;2.0;"2025-02-10";54;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"37cbb069";56.67;2.0;"2025-07-09";44;"";"2025-02-19";38.33;"";"2025-03-03";56.67;"DA ";"2025-07-11";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"37d05958";51.0;2.0;"2025-02-10";51;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"37d2dffa";55.0;2.0;"2025-02-24";14;"";"2025-02-19";55.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"381726fd";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"38579803";52.0;2.0;"2025-02-10";52;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3875f8d7";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"38b28117";"";"";"";0;"";"2024-09-25";40.0;"";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"392ee03c";55.0;2.0;"2025-02-24";42;"";"2025-02-19";55.0;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"39ff405b";"";"";"";25;"";"2025-02-18";18.33;"";"2025-03-03";0.0;"";"2024-09-30";0.0;"";"2024-09-30";0.0;"";"2024-09-30"
"3a565d6a";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3a6a61b1";74.0;4.0;"2025-02-10";74;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3a94d24c";73.0;4.0;"2025-02-10";73;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3b86722d";50.0;2.0;"2025-02-24";23;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3b8e364f";74.0;4.0;"2025-02-10";74;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3bb86783";58.33;3.0;"2025-02-24";39;"";"2025-02-19";58.33;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3bce99a6";64.0;3.0;"2025-02-10";64;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3c222a74";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3c263750";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3caf14d9";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3ce04b93";61.0;3.0;"2025-02-10";61;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3cf7e9c6";51.67;2.0;"2025-02-24";33;"";"2025-02-19";51.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3d08da44";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3d35ed4c";"";"";"";9;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3d4b3148";"";"";"";40;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3d9a80ec";75.0;4.0;"2025-02-10";75;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3ebdee2c";50.0;2.0;"2025-02-24";43;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"3fe063ac";55.0;2.0;"2025-02-10";55;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"402bd8be";96.0;5.0;"2025-02-10";96;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"40389c96";59.0;3.0;"2025-02-10";59;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"40981fc1";69.0;3.0;"2025-02-10";69;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"41347b44";"";"";"";29;"";"2025-02-19";28.33;"";"2025-03-03";23.33;"";"2025-07-11";15.0;"";"2025-09-03";36.7;"";"2025-09-17"
"414119a1";"";"";"";6;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";15.0;"";"2025-09-03";0.0;"";"2024-09-25"
"41c0128f";100.0;5.0;"2025-02-10";100;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"41f1623b";53.3;2.0;"2025-09-09";11;"";"2025-02-19";11.67;"";"2025-03-03";0.0;"";"2024-09-25";33.33;"";"2025-09-03";53.3;"DA ";"2025-09-16"
"42989f75";59.0;3.0;"2025-02-10";59;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"42b20d93";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"42cceee8";"";"";"";28;"";"2025-02-19";26.67;"";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4394ec53";60.0;3.0;"2025-02-10";60;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"444bbc6b";53.33;2.0;"2025-02-24";31;"";"2025-02-19";53.33;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"44612ef9";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"44ba56a6";76.67;4.0;"2025-02-24";38;"";"2025-02-19";76.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"44d66806";63.0;3.0;"2025-02-10";63;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"46116527";58.3;3.0;"2025-09-09";43;"";"2025-02-19";31.67;"";"2025-03-03";40.0;"";"2025-07-11";33.33;"";"2025-09-03";58.3;"DA ";"2025-09-17"
"465a7f8b";53.0;2.0;"2025-02-10";53;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"46868f12";68.0;3.0;"2025-02-10";68;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"47419ec0";57.0;2.0;"2025-02-10";57;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"474c401d";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"47536671";"";"";"";19;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"479d80f4";"";"";"";18;"";"2025-02-19";28.33;"";"2025-03-03";21.67;"";"2025-07-11";13.33;"";"2025-09-03";0.0;"";"2024-09-25"
"48467156";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"495d1ea1";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4991d020";58.3;3.0;"2025-09-09";22;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";20.0;"";"2025-09-03";58.3;"DA ";"2025-09-16"
"49d70b55";54.0;2.0;"2025-02-10";54;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4af80f70";"";"";"";6;"";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4b2eb0fc";70.0;3.0;"2025-02-10";70;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4b87e6ee";58.0;3.0;"2025-02-10";58;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4ba3d510";65.0;3.0;"2025-02-10";65;"DA ";"2025-02-19";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4bfdb081";50.0;2.0;"2025-02-24";48;"";"2025-02-19";50.0;"DA ";"2025-03-06";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4c3dd9de";61.67;3.0;"2025-02-24";39;"";"2025-02-19";61.67;"DA ";"2025-03-03";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4c46ca14";"";"";"";0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4c9bb2c9";53.0;2.0;"2025-02-10";53;"DA ";"2025-02-20";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25";0.0;"";"2024-09-25"
"4cd77857";"";"";"";30;"";"2025-02-19";28.33;"";"2025-03-03";20.0;"";"2025-07-11";10.0;"";"2025-09-03";0.0;"";"2024-09-25"
