"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok - bodovi";"2. ispitni rok - prolaz";"2. ispitni rok - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"05ea4c2f";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"063874e4";"";"";"";32.0;"";"2019-07-08";10.0;"";"2019-07-17";33.0;"";"2019-09-12";28.3;"";"2019-09-18"
"06ad8da2";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";38.0;"";"2019-09-12";18.3;"";"2019-09-18"
"06cf993e";56.0;3.0;"2019-07-01";56.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0799c91b";"";"";"";7.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"07b8ef44";"";"";"";26.0;"";"2019-07-08";16.7;"";"2019-07-17";38.0;"";"2019-09-12";0.0;"";"2019-09-16"
"087fcd8f";"";"";"";16.0;"";"2019-05-08";35.0;"";"2019-07-17";38.0;"";"2019-09-12";0.0;"";"2019-09-16"
"098a3177";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";40.0;"";"2019-09-12";0.0;"";"2019-09-16"
"0a20381a";47.0;2.0;"2019-07-01";47.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0a7c69d6";50.0;2.0;"2019-07-15";33.0;"";"2019-07-08";50.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0a8e0a7a";65.0;3.0;"2019-07-15";36.0;"";"2019-07-08";65.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0ac51ade";50.0;2.0;"2019-07-01";50.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0af44e9d";"";"";"";8.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0b55a571";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0bbd34d2";50.0;2.0;"2019-07-15";36.0;"";"2019-07-08";50.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0be48f8e";"";"";"";33.0;"";"2019-07-08";31.7;"";"2019-07-17";42.0;"";"2019-09-12";38.3;"";"2019-09-18"
"0c47fc77";57.0;3.0;"2019-07-01";57.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0d269ef9";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0e067121";48.3;2.0;"2019-07-15";33.0;"";"2019-07-08";48.3;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0e19156e";"";"";"";19.0;"";"2019-07-08";0.0;"";"2019-07-15";20.0;"";"2019-09-12";0.0;"";"2019-09-16"
"0e3b1b0d";"";"";"";19.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0e657a2c";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0e865868";47.0;2.0;"2019-07-01";47.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0f86791a";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"0ff22be4";50.0;2.0;"2019-07-01";50.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"106d3230";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"10aa50ce";52.0;2.0;"2019-07-01";52.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"11092889";66.7;3.0;"2019-07-15";44.0;"";"2019-07-09";66.7;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"11c3898a";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"120129c5";45.0;2.0;"2019-09-09";21.0;"";"2019-05-08";38.3;"";"2019-07-17";45.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"1287ecf4";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"133cd360";45.0;2.0;"2019-07-15";39.0;"";"2019-07-08";45.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"134be10e";55.0;3.0;"2019-07-15";22.0;"";"2019-07-08";55.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"136397ca";"";"";"";2.0;"";"2019-05-08";18.3;"";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"13779949";61.7;3.0;"2019-07-15";39.0;"";"2019-07-08";61.7;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"13e30b89";"";"";"";10.0;"";"2019-05-08";3.3;"";"2019-07-17";15.0;"";"2019-09-12";13.3;"";"2019-09-18"
"143ea41e";65.0;3.0;"2019-07-01";65.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1480affa";55.0;3.0;"2019-07-01";55.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1610287d";52.0;2.0;"2019-07-01";52.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"165af106";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"167ed544";46.0;2.0;"2019-07-01";46.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"177653ed";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"178aa870";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"17c5d300";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"17c99425";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"17f0d31c";"";"";"";8.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"18a7662f";56.0;3.0;"2019-07-01";56.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"192f0d82";55.0;3.0;"2019-07-15";41.0;"";"2019-07-08";55.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"198dfe23";92.0;5.0;"2019-07-01";92.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1a34e211";"";"";"";22.0;"";"2019-07-08";0.0;"";"2019-07-15";22.0;"";"2019-09-12";0.0;"";"2019-09-16"
"1a37d25a";55.0;3.0;"2019-07-01";55.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1a3be2e8";65.0;3.0;"2019-07-01";65.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1a4a85f1";"";"";"";5.0;"";"2019-05-08";0.0;"";"2019-07-15";13.0;"";"2019-09-12";0.0;"";"2019-09-16"
"1a880149";"";"";"";19.0;"";"2019-05-08";0.0;"";"2019-07-15";35.0;"";"2019-09-12";0.0;"";"2019-09-16"
"1b43bc82";46.7;2.0;"2019-07-15";39.0;"";"2019-07-08";46.7;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1bf2cc35";50.0;2.0;"2019-07-01";50.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1bf9d4c7";56.0;3.0;"2019-07-01";56.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1ca24115";"";"";"";11.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1caf2c37";"";"";"";15.0;"";"2019-07-08";3.3;"";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1cd3555c";"";"";"";7.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1d18b8e8";55.0;3.0;"2019-07-15";27.0;"";"2019-07-08";55.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1d2b88c2";57.0;3.0;"2019-09-09";37.0;"";"2019-07-08";13.3;"";"2019-07-17";57.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"1d4be1dc";67.0;3.0;"2019-07-01";67.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1e10068f";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1e5db091";52.0;2.0;"2019-09-09";15.0;"";"2019-05-08";0.0;"";"2019-07-15";52.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"1e6a08f9";"";"";"";12.0;"";"2019-07-08";0.0;"";"2019-07-15";12.0;"";"2019-09-12";0.0;"";"2019-09-16"
"1f079b84";48.0;2.0;"2019-07-01";48.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"1fbcf498";"";"";"";12.0;"";"2019-07-08";25.0;"";"2019-07-17";40.0;"";"2019-09-12";0.0;"";"2019-09-16"
"201d6701";82.0;4.0;"2019-07-01";82.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"202d4907";48.0;2.0;"2019-07-01";48.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"203029a1";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"20bd2357";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"20ccee2a";73.0;4.0;"2019-07-01";73.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"220653f3";45.0;2.0;"2019-09-09";28.0;"";"2019-07-08";38.3;"";"2019-07-17";45.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"222ae731";"";"";"";39.0;"";"2019-07-08";36.7;"";"2019-07-17";40.0;"";"2019-09-12";0.0;"";"2019-09-16"
"22797098";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"22a22862";47.0;2.0;"2019-07-01";47.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"233b1857";"";"";"";34.0;"";"2019-07-08";38.3;"";"2019-07-17";40.0;"";"2019-09-12";36.7;"";"2019-09-18"
"233c1d8a";46.0;2.0;"2019-07-01";46.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"237cf051";55.0;3.0;"2019-07-15";22.0;"";"2019-07-08";55.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"23c5bcef";70.0;4.0;"2019-07-15";40.0;"";"2019-07-08";70.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"23cb06c3";"";"";"";37.0;"";"2019-07-08";40.0;"";"2019-07-17";22.0;"";"2019-09-12";30.0;"";"2019-09-18"
"240aa1ac";55.0;3.0;"2019-07-01";55.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2472dde4";76.0;4.0;"2019-07-01";76.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"24b447cb";73.0;4.0;"2019-07-01";73.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"24c39043";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"24cdbf75";45.0;2.0;"2019-09-17";0.0;"";"2019-04-17";0.0;"";"2019-07-15";15.0;"";"2019-09-12";45.0;"DA";"2019-09-19"
"25039a26";"";"";"";11.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"25cc6eba";68.0;3.0;"2019-07-01";68.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"25eaa5ba";"";"";"";35.0;"";"2019-07-08";35.0;"";"2019-07-17";40.0;"";"2019-09-12";25.0;"";"2019-09-18"
"26354a82";47.0;2.0;"2019-07-01";47.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"27b43223";85.0;5.0;"2019-07-01";85.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2824974a";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"28624f87";66.0;3.0;"2019-07-01";66.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"28942134";48.0;2.0;"2019-07-01";48.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"28a5f889";"";"";"";19.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";28.3;"";"2019-09-18"
"28c57b2a";80.0;4.0;"2019-07-01";80.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"28d6bef8";58.3;3.0;"2019-07-15";40.0;"";"2019-07-08";58.3;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"28e6d476";54.0;2.0;"2019-07-01";54.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2920438c";59.0;3.0;"2019-07-01";59.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2a7f6684";58.0;3.0;"2019-09-09";0.0;"";"2019-04-17";40.0;"";"2019-07-17";58.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"2a90f543";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2ac4aedb";73.3;4.0;"2019-07-15";42.0;"";"2019-07-08";73.3;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2afdd4eb";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2bfbecce";"";"";"";36.0;"";"2019-07-08";33.3;"";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2ccc48d8";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";23.0;"";"2019-09-12";0.0;"";"2019-09-16"
"2cd238eb";59.0;3.0;"2019-07-01";59.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2d0ffa55";55.0;3.0;"2019-07-01";55.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2d3a72ac";79.0;4.0;"2019-07-01";79.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2d5decd6";56.0;3.0;"2019-07-01";56.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2e924627";59.0;3.0;"2019-07-01";59.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2ef6afea";"";"";"";22.0;"";"2019-05-08";0.0;"";"2019-07-15";33.0;"";"2019-09-12";26.7;"";"2019-09-18"
"2f180ace";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2f839f6c";82.0;4.0;"2019-07-01";82.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"2f84d7eb";"";"";"";34.0;"";"2019-07-08";30.0;"";"2019-07-17";33.0;"";"2019-09-12";0.0;"";"2019-09-16"
"3037d190";48.0;2.0;"2019-09-09";41.0;"";"2019-07-08";0.0;"";"2019-07-15";48.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"306e1025";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"30a60bc0";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"30da4295";67.0;3.0;"2019-07-01";67.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"311ece41";80.0;4.0;"2019-07-01";80.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"312d4bb4";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3159687a";"";"";"";31.0;"";"2019-07-08";1.7;"";"2019-07-17";13.0;"";"2019-09-12";6.7;"";"2019-09-18"
"326e3843";81.0;4.0;"2019-07-01";81.0;"DA";"2019-07-09";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"336201c5";63.0;3.0;"2019-09-09";39.0;"";"2019-07-08";33.3;"";"2019-07-17";63.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"33bda82f";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-09";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"344df233";59.0;3.0;"2019-07-01";59.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"349d0709";60.0;3.0;"2019-07-01";60.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"34bad87b";58.0;3.0;"2019-07-01";58.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"34ffc793";62.0;3.0;"2019-07-01";62.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"35424ce3";45.0;2.0;"2019-07-01";45.0;"DA";"2019-07-09";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"355b7152";"";"";"";3.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"356774bc";75.0;4.0;"2019-07-15";42.0;"";"2019-07-08";75.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"358ae378";50.0;2.0;"2019-07-01";50.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3609cdfb";56.7;3.0;"2019-07-15";21.0;"";"2019-07-08";56.7;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"360f359f";47.0;2.0;"2019-09-09";4.0;"";"2019-05-08";0.0;"";"2019-07-15";47.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"3612ef1e";60.0;3.0;"2019-07-15";40.0;"";"2019-07-08";60.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"36b4a415";46.0;2.0;"2019-07-01";46.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3731adad";51.0;2.0;"2019-07-01";51.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"37540f13";94.0;5.0;"2019-07-01";94.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3776348f";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3784a2bd";"";"";"";0.0;"";"2019-04-17";33.3;"";"2019-07-17";37.0;"";"2019-09-12";15.0;"";"2019-09-18"
"378fafa4";52.0;2.0;"2019-07-01";52.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"387b66f8";"";"";"";19.0;"";"2019-07-08";8.3;"";"2019-07-17";25.0;"";"2019-09-12";0.0;"";"2019-09-16"
"38c32629";63.0;3.0;"2019-07-01";63.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"38d43509";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";22.0;"";"2019-09-12";0.0;"";"2019-09-16"
"3911343b";"";"";"";21.0;"";"2019-07-08";31.7;"";"2019-07-17";33.0;"";"2019-09-12";0.0;"";"2019-09-16"
"3929c106";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"394ecfb8";"";"";"";35.0;"";"2019-07-08";0.0;"";"2019-07-15";35.0;"";"2019-09-12";0.0;"";"2019-09-16"
"396853bb";"";"";"";1.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3ab47e23";"";"";"";25.0;"";"2019-07-08";11.7;"";"2019-07-17";27.0;"";"2019-09-12";0.0;"";"2019-09-16"
"3b340e39";77.0;4.0;"2019-07-01";77.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3b4a7a83";"";"";"";7.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3b61fd99";71.7;4.0;"2019-09-17";39.0;"";"2019-05-08";0.0;"";"2019-07-15";80.0;"DA";"2019-09-12";71.7;"DA";"2019-09-18"
"3bfcf6b2";93.3;5.0;"2019-07-15";33.0;"";"2019-05-08";93.3;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3c21bec1";95.0;5.0;"2019-07-15";33.0;"";"2019-05-08";95.0;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3c6bad73";65.0;3.0;"2019-09-09";36.0;"";"2019-07-08";18.3;"";"2019-07-17";65.0;"DA";"2019-09-12";0.0;"";"2019-09-16"
"3ccca2bb";"";"";"";10.0;"";"2019-05-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3cd2d7ba";51.0;2.0;"2019-07-01";51.0;"DA";"2019-07-08";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3d12df31";"";"";"";21.0;"";"2019-07-08";0.0;"";"2019-07-15";5.0;"";"2019-09-12";0.0;"";"2019-09-16"
"3d529ed1";71.7;4.0;"2019-07-15";54.0;"DA";"2019-07-08";71.7;"DA";"2019-07-17";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
"3d799d9f";"";"";"";0.0;"";"2019-04-17";0.0;"";"2019-07-15";0.0;"";"2019-07-15";0.0;"";"2019-09-16"
