"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok (ljetni) - bodovi";"2. ispitni rok (ljetni) - prolaz";"2. ispitni rok (ljetni) - vrijeme";"2. ispitni rok (jesenski) - bodovi";"2. ispitni rok (jesenski) - prolaz";"2. ispitni rok (jesenski) - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"18a7662f";46.0;2.0;"2019-02-04";46;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"192f0d82";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"198dfe23";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1a34e211";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1a37d25a";46.0;2.0;"2019-02-04";46;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1a3be2e8";79.0;4.0;"2019-02-04";79;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1a4a85f1";"";"";"";28;"";"2019-02-08";34.38;"";"2019-02-21";34.38;"";"2019-07-16";0.0;"";"2019-07-09";31.25;"";"2019-09-18"
"1a880149";57.0;3.0;"2019-02-04";57;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1aa9a8cc";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1b43bc82";64.06;3.0;"2019-09-04";41;"";"2019-02-08";29.69;"";"2019-02-21";0.0;"";"2019-07-09";64.06;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"1bf2cc35";65.0;3.0;"2019-02-04";65;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1bf9d4c7";75.0;4.0;"2019-09-04";23;"";"2019-02-08";21.88;"";"2019-02-21";0.0;"";"2019-07-09";75.0;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"1ca24115";"";"";"";5;"";"2018-12-05";42.19;"";"2019-02-21";21.88;"";"2019-07-16";0.0;"";"2019-07-09";29.69;"";"2019-09-18"
"1caf2c37";"";"";"";31;"";"2019-02-08";28.13;"";"2019-02-21";18.75;"";"2019-07-16";0.0;"";"2019-07-09";26.56;"";"2019-09-18"
"1cd3555c";53.0;2.0;"2019-02-04";53;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1d18b8e8";57.0;3.0;"2019-02-04";57;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1d2b88c2";60.0;3.0;"2019-02-04";60;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1d4be1dc";74.0;4.0;"2019-02-04";74;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1e5db091";48.0;2.0;"2019-02-04";48;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1e6a08f9";"";"";"";15;"";"2019-02-08";15.63;"";"2019-02-21";0.0;"";"2019-07-09";35.94;"";"2019-09-06";23.44;"";"2019-09-18"
"1f079b84";51.0;2.0;"2019-02-04";51;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"1fbcf498";49.0;2.0;"2019-02-04";49;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"201d6701";78.0;4.0;"2019-02-04";78;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"202d4907";56.0;3.0;"2019-02-04";56;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"203029a1";"";"";"";7;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"20bd2357";"";"";"";13;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"20ccee2a";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"220653f3";64.06;3.0;"2019-09-04";34;"";"2019-02-08";31.25;"";"2019-02-21";0.0;"";"2019-07-09";64.06;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"222ae731";45.31;2.0;"2019-02-18";35;"";"2019-02-08";45.31;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"22797098";"";"";"";16;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"22a22862";65.0;3.0;"2019-02-04";65;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"233b1857";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"233c1d8a";47.0;2.0;"2019-02-04";47;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"237cf051";56.0;3.0;"2019-02-04";56;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"23c5bcef";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"23cb06c3";"";"";"";32;"";"2019-02-08";18.75;"";"2019-02-21";0.0;"";"2019-07-09";20.31;"";"2019-09-06";0.0;"";"2019-09-16"
"240aa1ac";50.0;2.0;"2019-09-04";39;"";"2019-02-08";20.31;"";"2019-02-21";0.0;"";"2019-07-09";50.0;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"2472dde4";85.0;5.0;"2019-02-04";85;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"24b447cb";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"25039a26";"";"";"";26;"";"2019-02-08";21.88;"";"2019-02-21";7.81;"";"2019-07-16";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"25cc6eba";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"25eaa5ba";"";"";"";19;"";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";40.63;"";"2019-09-06";0.0;"";"2019-09-16"
"26354a82";58.0;3.0;"2019-02-04";58;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"27b43223";85.0;5.0;"2019-02-04";85;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2824974a";"";"";"";8;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"28624f87";56.0;3.0;"2019-02-04";56;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"28942134";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"28a5f889";75.0;4.0;"2019-09-04";29;"";"2019-02-08";28.13;"";"2019-02-21";0.0;"";"2019-07-09";75.0;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"28c57b2a";80.0;4.0;"2019-02-04";80;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"28d6bef8";62.0;3.0;"2019-02-04";62;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"28e6d476";45.31;2.0;"2019-09-04";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"2920438c";56.0;3.0;"2019-02-04";56;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2a7f6684";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2a812827";48.0;2.0;"2019-02-04";48;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2a90f543";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2ac4aedb";65.0;3.0;"2019-02-04";65;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2afdd4eb";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2bfbecce";57.81;3.0;"2019-09-17";34;"";"2019-02-08";37.5;"";"2019-02-21";25.0;"";"2019-07-16";0.0;"";"2019-07-09";57.81;"DA ";"2019-09-18"
"2ccc48d8";45.31;2.0;"2019-09-17";6;"";"2018-12-05";0.0;"";"2019-02-14";15.63;"";"2019-07-16";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-19"
"2cd238eb";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2d0ffa55";75.0;4.0;"2019-02-04";75;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2d3a72ac";64.0;3.0;"2019-02-04";64;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2d5decd6";45.31;2.0;"2019-09-17";33;"";"2019-02-08";32.81;"";"2019-02-22";39.06;"";"2019-07-16";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-18"
"2e924627";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2ef6afea";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2f180ace";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2f839f6c";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"2f84d7eb";50.0;2.0;"2019-09-04";40;"";"2019-02-08";26.56;"";"2019-02-21";0.0;"";"2019-07-09";50.0;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"3037d190";53.0;2.0;"2019-02-04";53;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"306e1025";52.0;2.0;"2019-02-04";52;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"30a60bc0";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"30da4295";76.0;4.0;"2019-02-04";76;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"311ece41";85.0;5.0;"2019-02-04";85;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"312d4bb4";56.25;3.0;"2019-09-04";7;"";"2018-12-05";32.81;"";"2019-02-21";0.0;"";"2019-07-09";56.25;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"3159687a";46.88;2.0;"2019-09-04";34;"";"2019-02-08";34.38;"";"2019-02-21";0.0;"";"2019-07-09";46.88;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"326e3843";70.0;4.0;"2019-02-04";70;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"336201c5";65.63;3.0;"2019-09-04";38;"";"2019-02-08";37.5;"";"2019-02-21";0.0;"";"2019-07-09";65.63;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"33bda82f";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"344df233";48.44;2.0;"2019-09-17";0;"";"2018-11-21";0.0;"";"2019-02-14";53.13;"DA ";"2019-07-16";0.0;"";"2019-07-09";48.44;"DA ";"2019-09-18"
"349d0709";70.31;4.0;"2019-02-18";56;"DA ";"2019-02-08";70.31;"DA ";"2019-02-22";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"34bad87b";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"34ffc793";58.0;3.0;"2019-02-04";58;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"35424ce3";52.0;2.0;"2019-02-04";52;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"355b7152";"";"";"";29;"";"2019-02-08";32.81;"";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"356774bc";56.0;3.0;"2019-02-04";56;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"358ae378";75.0;4.0;"2019-02-04";75;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
