"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok (ljetni) - bodovi";"2. ispitni rok (ljetni) - prolaz";"2. ispitni rok (ljetni) - vrijeme";"2. ispitni rok (jesenski) - bodovi";"2. ispitni rok (jesenski) - prolaz";"2. ispitni rok (jesenski) - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"3609cdfb";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"360f359f";47.0;2.0;"2019-02-04";47;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3612ef1e";46.88;2.0;"2019-02-18";40;"";"2019-02-08";46.88;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"36b4a415";52.0;2.0;"2019-02-04";52;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3731adad";65.0;3.0;"2019-02-04";65;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"37540f13";82.0;4.0;"2019-02-04";82;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3776348f";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3784a2bd";50.0;2.0;"2019-09-04";35;"";"2019-02-08";35.94;"";"2019-02-21";0.0;"";"2019-07-09";50.0;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"378fafa4";58.0;3.0;"2019-02-04";58;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"38c32629";65.0;3.0;"2019-02-04";65;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"38d43509";45.31;2.0;"2019-02-18";33;"";"2019-02-08";45.31;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3911343b";67.19;3.0;"2019-09-04";0;"";"2018-11-21";34.38;"";"2019-02-21";0.0;"";"2019-07-09";67.19;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"3929c106";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";7.81;"";"2019-09-06";0.0;"";"2019-09-16"
"394ecfb8";"";"";"";15;"";"2018-12-05";35.94;"";"2019-02-21";26.56;"";"2019-07-16";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"396853bb";"";"";"";11;"";"2018-12-06";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3ab47e23";"";"";"";28;"";"2019-02-08";17.19;"";"2019-02-21";0.0;"";"2019-07-09";40.63;"";"2019-09-06";31.25;"";"2019-09-18"
"3b340e39";70.0;4.0;"2019-02-04";70;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3b4a7a83";45.31;2.0;"2019-07-10";30;"";"2019-02-08";21.88;"";"2019-02-21";45.31;"DA ";"2019-07-16";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3b61fd99";92.19;5.0;"2019-09-04";36;"";"2018-12-05";75.0;"DA ";"2019-02-21";0.0;"";"2019-07-09";92.19;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"3bfcf6b2";87.0;5.0;"2019-02-04";87;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3c21bec1";87.0;5.0;"2019-02-04";87;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3c6bad73";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3ccca2bb";45.31;2.0;"2019-09-04";29;"";"2019-02-08";31.25;"";"2019-02-21";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"3cd2d7ba";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3d12df31";45.31;2.0;"2019-02-18";39;"";"2019-02-08";45.31;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3d529ed1";67.0;3.0;"2019-02-04";67;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"3d799d9f";59.38;3.0;"2019-09-04";12;"";"2018-12-05";35.94;"";"2019-02-21";0.0;"";"2019-07-09";59.38;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"3dba2fca";59.38;3.0;"2019-09-04";40;"";"2019-02-08";34.38;"";"2019-02-21";0.0;"";"2019-07-09";59.38;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"3f078689";53.0;2.0;"2019-02-04";53;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4001703a";"";"";"";37;"";"2019-02-08";35.94;"";"2019-02-21";0.0;"";"2019-07-09";42.19;"";"2019-09-06";34.38;"";"2019-09-18"
"4058c35d";47.0;2.0;"2019-02-04";47;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"40944ff5";49.0;2.0;"2019-02-04";49;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"40ebf18f";62.0;3.0;"2019-02-04";62;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"417e4d6d";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"41e49b54";57.81;3.0;"2019-09-04";42;"";"2019-02-08";39.06;"";"2019-02-21";0.0;"";"2019-07-09";57.81;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"42eb2f1c";"";"";"";4;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"42ef9afe";50.0;2.0;"2019-02-04";50;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"43dcf2b3";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"43f96c57";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"43fe7012";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"440dd79a";"";"";"";9;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"44dac67c";59.0;3.0;"2019-02-04";59;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"44dfc158";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"45bbd77f";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"460e6016";56.0;3.0;"2019-02-04";56;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"46c5c01d";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"46faada2";90.0;5.0;"2019-02-04";90;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"47093891";66.0;3.0;"2019-02-04";66;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"476c9a55";45.31;2.0;"2019-02-18";0;"";"2018-11-21";45.31;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"47868eb5";59.0;3.0;"2019-02-04";59;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"47f77227";74.0;4.0;"2019-02-04";74;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4860b0a8";46.88;2.0;"2019-09-04";11;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";46.88;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"489d987a";45.31;2.0;"2019-09-04";16;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"4901ff43";68.0;3.0;"2019-02-04";68;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"49236485";49.0;2.0;"2019-02-04";49;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4ab0c907";"";"";"";22;"";"2019-02-08";4.69;"";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4abe60c3";85.0;5.0;"2019-02-04";85;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4d2b6569";"";"";"";35;"";"2019-02-08";32.81;"";"2019-02-21";0.0;"";"2019-07-09";40.63;"";"2019-09-06";0.0;"";"2019-09-16"
"4d913242";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4da946f4";60.0;3.0;"2019-02-04";60;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4db52519";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4ddd6e3d";58.0;3.0;"2019-02-04";58;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4e0246a3";58.0;3.0;"2019-02-04";58;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"4e519283";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5003f411";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"50085c5d";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"50c5e856";58.0;3.0;"2019-02-04";58;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"51780089";"";"";"";18;"";"2018-12-05";14.06;"";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"53e548de";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"540baa3c";53.0;2.0;"2019-02-04";53;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5429251b";70.31;4.0;"2019-09-04";31;"";"2019-02-08";28.13;"";"2019-02-21";0.0;"";"2019-07-09";70.31;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"55f30885";64.06;3.0;"2019-09-04";11;"";"2019-02-08";32.81;"";"2019-02-21";0.0;"";"2019-07-09";64.06;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"561f0c78";85.0;5.0;"2019-02-04";85;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"56350834";91.0;5.0;"2019-02-04";91;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"573310a9";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"576a67ad";87.0;5.0;"2019-02-04";87;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"57c00872";50.0;2.0;"2019-09-04";8;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";50.0;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"57d006b3";57.0;3.0;"2019-02-04";57;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"57fe9245";50.0;2.0;"2019-09-04";34;"";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";50.0;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"586d2b39";79.0;4.0;"2019-02-04";79;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5896a07a";"";"";"";37;"";"2019-02-08";18.75;"";"2019-02-21";6.25;"";"2019-07-16";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"58f11737";63.0;3.0;"2019-02-04";63;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"58f565e0";45.31;2.0;"2019-02-18";39;"";"2019-02-08";45.31;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"597c6a9b";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"599af43f";"";"";"";35;"";"2019-02-08";29.69;"";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"59d153f4";94.0;5.0;"2019-02-04";94;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5a17aeb9";"";"";"";36;"";"2019-02-08";26.56;"";"2019-02-21";0.0;"";"2019-07-09";40.63;"";"2019-09-06";28.13;"";"2019-09-18"
"5a1ec810";"";"";"";35;"";"2019-02-08";37.5;"";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5aa2cb0e";73.0;4.0;"2019-02-04";73;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5ac2cca4";51.0;2.0;"2019-02-04";51;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5b15d7d6";58.0;3.0;"2019-02-04";58;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5d0170b4";66.0;3.0;"2019-02-04";66;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5d5c26df";50.0;2.0;"2019-02-18";24;"";"2018-12-05";50.0;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5dd30b95";56.0;3.0;"2019-02-04";56;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5de43fd0";53.0;2.0;"2019-02-04";53;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5e322cf5";45.31;2.0;"2019-09-04";20;"";"2019-02-08";14.06;"";"2019-02-21";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"5e3ba726";91.0;5.0;"2019-02-04";91;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5f384b61";53.0;2.0;"2019-02-04";53;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5f682562";47.0;2.0;"2019-02-04";47;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"5ff147bf";56.25;3.0;"2019-09-04";30;"";"2019-02-08";23.44;"";"2019-02-21";0.0;"";"2019-07-09";56.25;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"605575d2";"";"";"";2;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"608deb47";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"60a584d7";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"60f0b35b";87.0;5.0;"2019-02-04";87;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6146a18a";51.0;2.0;"2019-02-04";51;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"619b2243";55.0;3.0;"2019-02-04";55;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"61e1f076";"";"";"";18;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6229581b";60.0;3.0;"2019-02-04";60;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6286b52d";70.31;4.0;"2019-09-04";15;"";"2018-12-05";25.0;"";"2019-02-21";0.0;"";"2019-07-09";70.31;"DA ";"2019-09-13";0.0;"";"2019-09-16"
"631d5f54";77.0;4.0;"2019-02-04";77;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"633c3f6c";48.44;2.0;"2019-02-18";0;"";"2018-11-21";48.44;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"63aea59f";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6457d2ab";65.0;3.0;"2019-02-04";65;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"65921421";45.31;2.0;"2019-02-18";41;"";"2019-02-08";45.31;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"65f0b8f1";57.0;3.0;"2019-02-04";57;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"66637928";71.0;4.0;"2019-02-04";71;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6666b92e";"";"";"";13;"";"2019-02-08";18.75;"";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"668ddc58";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"67228c00";68.0;3.0;"2019-02-04";68;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6763b648";76.0;4.0;"2019-02-04";76;"DA ";"2019-02-11";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6831ac23";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"688c31d4";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"68935035";70.0;4.0;"2019-02-04";70;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"689e1382";45.31;2.0;"2019-09-04";20;"";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"691b36e0";78.13;4.0;"2019-02-18";30;"";"2018-12-05";78.13;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6a313621";75.0;4.0;"2019-02-04";75;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6a5aeef9";"";"";"";15;"";"2019-02-08";17.19;"";"2019-02-21";0.0;"";"2019-07-09";17.19;"";"2019-09-06";0.0;"";"2019-09-16"
"6ae3cbd9";59.38;3.0;"2019-09-04";38;"";"2019-02-08";29.69;"";"2019-02-21";0.0;"";"2019-07-09";59.38;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"6af172f5";74.0;4.0;"2019-02-04";74;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6b200ad1";46.0;2.0;"2019-02-04";46;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6b33ec20";73.44;4.0;"2019-09-04";38;"";"2019-02-08";37.5;"";"2019-02-21";0.0;"";"2019-07-09";73.44;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"6b4cefd9";59.0;3.0;"2019-02-04";59;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6b612169";45.0;2.0;"2019-02-04";45;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6b70a7b2";52.0;2.0;"2019-02-04";52;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6baea63f";51.0;2.0;"2019-02-04";51;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6c1e76f0";65.0;3.0;"2019-02-04";65;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6c23b66c";51.0;2.0;"2019-02-04";51;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6c476a66";57.81;3.0;"2019-02-18";35;"";"2019-02-08";57.81;"DA ";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6c6c31e4";45.31;2.0;"2019-09-04";27;"";"2019-02-08";37.5;"";"2019-02-21";0.0;"";"2019-07-09";45.31;"DA ";"2019-09-06";0.0;"";"2019-09-16"
"6cb52d01";64.0;3.0;"2019-02-04";64;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6d732cea";"";"";"";2;"";"2018-12-05";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6ec2d572";53.0;2.0;"2019-02-04";53;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6f04deb0";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6f36fa51";48.0;2.0;"2019-02-04";48;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6f47a990";52.0;2.0;"2019-02-04";52;"DA ";"2019-02-08";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"6f590d2b";"";"";"";40;"";"2019-02-08";28.13;"";"2019-02-21";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
"70fadfbd";"";"";"";0;"";"2018-11-21";0.0;"";"2019-02-14";0.0;"";"2019-07-09";0.0;"";"2019-07-09";0.0;"";"2019-09-16"
