"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok - bodovi";"2. ispitni rok - prolaz";"2. ispitni rok - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"0759424d";66.0;3.0;"2024-06-18";66.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"07691dfe";"";"";"";44.0;"";"2024-06-28";26.7;"";"2024-07-10";33.3;"";"2024-09-03";8.3;"";"2024-09-13"
"08475641";"";"";"";9.0;"";"2024-06-25";0.0;"";"2024-04-10";23.3;"";"2024-09-03";6.7;"";"2024-09-13"
"085357ed";63.0;3.0;"2024-06-18";63.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"08d96dcc";"";"";"";1.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"092ca8a3";"";"";"";2.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"09992084";"";"";"";9.0;"";"2024-06-25";0.0;"";"2024-04-10";41.7;"";"2024-09-03";11.7;"";"2024-09-13"
"09a793f1";50.0;2.0;"2024-06-18";50.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0a60f5e3";51.0;2.0;"2024-06-18";51.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0ae1c277";"";"";"";12.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";6.7;"";"2024-09-13"
"0b57a936";53.0;2.0;"2024-06-18";53.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0b649460";72.0;4.0;"2024-06-18";72.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0b776fb8";"";"";"";33.0;"";"2024-06-26";13.3;"";"2024-07-10";25.0;"";"2024-09-03";31.7;"";"2024-09-13"
"0b925c7d";"";"";"";36.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0bb58139";58.0;3.0;"2024-06-18";58.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0c1d031f";50.0;2.0;"2024-06-18";50.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0c833a3e";"";"";"";12.0;"";"2024-06-25";3.3;"";"2024-07-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0d797dd4";62.0;3.0;"2024-06-18";62.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0d94f543";62.0;3.0;"2024-06-18";62.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0df89720";60.0;3.0;"2024-06-18";60.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0e3e6656";72.0;4.0;"2024-06-18";72.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0e422bc0";"";"";"";11.0;"";"2024-06-26";0.0;"";"2024-04-10";11.7;"";"2024-09-03";10.0;"";"2024-09-13"
"0e45fbf2";55.0;2.0;"2024-06-18";55.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0e726eb3";"";"";"";2.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0e9904a7";"";"";"";16.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0ed1aa42";61.7;3.0;"2024-07-02";68.0;"DA";"2024-06-26";61.7;"DA";"2024-07-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0f11bb85";66.0;3.0;"2024-06-18";66.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0f6fc48f";51.0;2.0;"2024-06-18";51.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0fa34df7";65.0;3.0;"2024-06-18";65.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"0ffa740b";65.0;3.0;"2024-06-18";65.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"100fb1db";64.0;3.0;"2024-06-18";64.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"108a33f2";50.0;2.0;"2024-06-18";50.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"10a68c48";"";"";"";2.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"114875be";"";"";"";2.0;"";"2024-06-24";0.0;"";"2024-04-10";10.0;"";"2024-09-03";20.0;"";"2024-09-13"
"116b690b";59.0;3.0;"2024-06-18";59.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"117f2566";"";"";"";47.0;"";"2024-06-26";0.0;"";"2024-04-10";20.0;"";"2024-09-03";33.3;"";"2024-09-13"
"118caecd";73.0;4.0;"2024-06-18";73.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"11a215f1";60.0;3.0;"2024-06-18";60.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"11af1435";66.0;3.0;"2024-06-18";66.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"11cd501a";58.0;3.0;"2024-06-18";58.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"11cdc6c4";62.0;3.0;"2024-06-18";62.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"11d45280";56.0;2.0;"2024-06-18";56.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"123d4e60";51.0;2.0;"2024-06-18";51.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1243cf81";"";"";"";43.0;"";"2024-06-26";33.3;"";"2024-07-10";36.7;"";"2024-09-03";43.3;"";"2024-09-13"
"124479a4";100.0;5.0;"2024-06-18";100.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1256f2d4";77.0;4.0;"2024-06-18";77.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"12675d2d";50.0;2.0;"2024-06-18";50.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"12c9d50b";50.0;2.0;"2024-09-10";34.0;"";"2024-06-26";28.3;"";"2024-07-10";41.7;"";"2024-09-03";50.0;"DA";"2024-09-15"
"12f97116";"";"";"";4.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1305656a";67.0;3.0;"2024-06-18";67.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"130f0ee4";"";"";"";2.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1318ed1a";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"135ca574";"";"";"";30.0;"";"2024-06-26";3.3;"";"2024-07-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"139020f5";71.7;3.0;"2024-08-27";83.0;"DA";"2024-06-26";83.3;"DA";"2024-07-12";71.7;"DA";"2024-09-05";0.0;"";"2024-04-10"
"146ebdeb";"";"";"";2.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";8.3;"";"2024-09-13"
"149b0799";62.0;3.0;"2024-06-18";62.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"14bc3a11";58.3;3.0;"2024-09-10";84.0;"DA";"2024-06-26";58.3;"DA";"2024-07-10";55.0;"DA";"2024-09-03";58.3;"DA";"2024-09-15"
"14dda0ba";"";"";"";14.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"15a1a520";"";"";"";19.0;"";"2024-06-25";26.7;"";"2024-07-10";26.7;"";"2024-09-03";28.3;"";"2024-09-13"
"160137ca";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1611b6e9";58.3;3.0;"2024-09-10";47.0;"";"2024-06-26";45.0;"";"2024-07-10";40.0;"";"2024-09-03";58.3;"DA";"2024-09-13"
"16244db6";"";"";"";17.0;"";"2024-06-26";40.0;"";"2024-07-10";13.3;"";"2024-09-03";0.0;"";"2024-04-10"
"16eb5358";85.0;4.0;"2024-06-18";85.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"178aa870";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"17b990bf";"";"";"";33.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"182308af";"";"";"";11.0;"";"2024-06-25";0.0;"";"2024-04-10";8.3;"";"2024-09-03";0.0;"";"2024-04-10"
"1843c27b";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1884ed6a";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"18d03018";87.0;5.0;"2024-06-18";87.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"18de73a5";57.0;2.0;"2024-06-18";57.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1985ac04";"";"";"";38.0;"";"2024-06-26";5.0;"";"2024-07-10";30.0;"";"2024-09-03";11.7;"";"2024-09-13"
"199a813d";65.0;3.0;"2024-06-18";65.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1ab52fbd";57.0;2.0;"2024-06-18";57.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1ad091fd";"";"";"";42.0;"";"2024-06-26";25.0;"";"2024-07-10";31.7;"";"2024-09-03";36.7;"";"2024-09-13"
"1ae304af";"";"";"";28.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1af479a3";"";"";"";45.0;"";"2024-06-26";43.3;"";"2024-07-10";0.0;"";"2024-09-05";45.0;"";"2024-09-13"
"1b14e384";"";"";"";45.0;"";"2024-06-26";0.0;"";"2024-04-10";31.7;"";"2024-09-03";33.3;"";"2024-09-13"
"1b62df12";63.0;3.0;"2024-06-18";63.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1b824664";"";"";"";24.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1baba863";55.0;2.0;"2024-06-18";55.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1bbedb00";64.0;3.0;"2024-06-18";64.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1c5eb8de";"";"";"";4.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1c77c534";54.0;2.0;"2024-06-18";54.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1cc71a71";58.0;3.0;"2024-06-18";58.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1ce1dbbc";56.0;2.0;"2024-06-18";56.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1d5e964c";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"1e413f37";"";"";"";47.0;"";"2024-06-26";26.7;"";"2024-07-10";41.7;"";"2024-09-03";23.3;"";"2024-09-13"
"1e6a08f9";"";"";"";1.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";8.3;"";"2024-09-13"
"1eaa2a0e";63.0;3.0;"2024-06-18";63.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2018e653";52.0;2.0;"2024-06-18";52.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"203c661c";50.0;2.0;"2024-06-18";50.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"20735ae3";"";"";"";44.0;"";"2024-06-26";31.7;"";"2024-07-10";26.7;"";"2024-09-03";26.7;"";"2024-09-13"
"213055d4";"";"";"";13.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"218aba62";66.0;3.0;"2024-06-18";66.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"222053b7";"";"";"";10.0;"";"2024-06-26";16.7;"";"2024-07-10";8.3;"";"2024-09-03";3.3;"";"2024-09-13"
"228c6b42";57.0;2.0;"2024-06-18";57.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"22d94384";53.0;2.0;"2024-06-18";53.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"23816e48";50.0;2.0;"2024-08-27";0.0;"";"2024-04-05";31.7;"";"2024-07-10";50.0;"DA";"2024-09-05";0.0;"";"2024-04-10"
"23a4fb42";"";"";"";1.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"23edee79";50.0;2.0;"2024-06-18";50.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"24287a40";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2431be7f";"";"";"";42.0;"";"2024-06-26";15.0;"";"2024-07-10";8.3;"";"2024-09-03";0.0;"";"2024-04-10"
"24478f85";90.0;5.0;"2024-06-18";90.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2529df0c";"";"";"";1.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"257a7acb";"";"";"";15.0;"";"2024-06-25";31.7;"";"2024-07-10";36.7;"";"2024-09-03";33.3;"";"2024-09-13"
"25e4f3c2";57.0;2.0;"2024-06-18";57.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2662a0f2";66.0;3.0;"2024-06-18";66.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"266e518d";72.0;4.0;"2024-06-18";72.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"26e000fc";"";"";"";32.0;"";"2024-06-26";33.3;"";"2024-07-10";0.0;"";"2024-04-10";15.0;"";"2024-09-13"
"26eb4a72";"";"";"";6.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"26ebd714";51.7;2.0;"2024-07-02";25.0;"";"2024-06-26";51.7;"DA";"2024-07-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"273b6193";"";"";"";2.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";18.3;"";"2024-09-13"
"273dda26";55.0;2.0;"2024-06-18";55.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"27907921";"";"";"";22.0;"";"2024-06-26";0.0;"";"2024-04-10";8.3;"";"2024-09-03";3.3;"";"2024-09-13"
"282c2cfb";"";"";"";28.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"288e729c";"";"";"";42.0;"";"2024-06-26";35.0;"";"2024-07-10";35.0;"";"2024-09-03";40.0;"";"2024-09-13"
"2892f19b";59.0;3.0;"2024-06-18";59.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"28e1f733";52.0;2.0;"2024-06-18";52.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2a300b70";50.0;2.0;"2024-06-18";50.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2a3fdab8";83.0;4.0;"2024-06-18";83.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2a6d9109";88.0;5.0;"2024-06-18";88.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2a713a16";61.0;3.0;"2024-06-18";61.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2a923f6a";"";"";"";1.0;"";"2024-06-24";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2aaa9a63";"";"";"";1.0;"";"2024-06-24";0.0;"";"2024-04-10";16.7;"";"2024-09-03";6.7;"";"2024-09-13"
"2afc5d0c";60.0;3.0;"2024-07-02";45.0;"";"2024-06-28";60.0;"DA";"2024-07-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2b41d9ea";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2ba626e6";71.0;3.0;"2024-06-18";71.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2be79e19";"";"";"";4.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2bf719b3";"";"";"";30.0;"";"2024-06-26";11.7;"";"2024-07-10";20.0;"";"2024-09-03";10.0;"";"2024-09-13"
"2ccdda13";56.0;2.0;"2024-06-18";56.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2cd8d361";51.0;2.0;"2024-06-18";51.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2d2922fd";63.0;3.0;"2024-06-18";63.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2da90746";81.0;4.0;"2024-06-18";81.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2db6aafd";"";"";"";11.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2dbd8cb5";"";"";"";10.0;"";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2dc1a798";"";"";"";43.0;"";"2024-06-26";36.7;"";"2024-07-10";25.0;"";"2024-09-03";0.0;"";"2024-04-10"
"2dc71e23";"";"";"";3.0;"";"2024-06-24";0.0;"";"2024-04-10";3.3;"";"2024-09-03";0.0;"";"2024-04-10"
"2dc9141a";"";"";"";42.0;"";"2024-06-26";16.7;"";"2024-07-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2e145dde";94.0;5.0;"2024-06-18";94.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2e29f5e2";64.0;3.0;"2024-06-18";64.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2e306b24";60.0;3.0;"2024-06-18";60.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"2f180ace";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"30189d9e";"";"";"";24.0;"";"2024-06-26";6.7;"";"2024-07-10";5.0;"";"2024-09-03";0.0;"";"2024-04-10"
"30705298";85.0;4.0;"2024-06-18";85.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"3084d080";56.0;2.0;"2024-06-18";56.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"3088f3ee";"";"";"";30.0;"";"2024-06-26";16.7;"";"2024-07-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"30c89fd4";67.0;3.0;"2024-06-18";67.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"30d4a401";63.0;3.0;"2024-06-18";63.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"31a9f2b4";"";"";"";46.0;"";"2024-06-26";11.7;"";"2024-07-10";33.3;"";"2024-09-03";33.3;"";"2024-09-13"
"320d7f03";"";"";"";18.0;"";"2024-06-25";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"3217ddcc";76.0;4.0;"2024-06-18";76.0;"DA";"2024-06-26";0.0;"";"2024-04-05";0.0;"";"2024-04-05";0.0;"";"2024-04-05"
"325b01ea";52.0;2.0;"2024-06-18";52.0;"DA";"2024-06-28";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"32bdc437";"";"";"";0.0;"";"2024-04-05";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"330a1343";50.0;2.0;"2024-07-02";45.0;"";"2024-06-26";50.0;"DA";"2024-07-12";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"33d5aca0";79.0;4.0;"2024-06-18";79.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
"34279c11";"";"";"";41.0;"";"2024-06-26";13.3;"";"2024-07-10";18.3;"";"2024-09-03";11.7;"";"2024-09-13"
"3573d5f6";56.0;2.0;"2024-06-18";56.0;"DA";"2024-06-26";0.0;"";"2024-04-10";0.0;"";"2024-04-10";0.0;"";"2024-04-10"
